[    0.00s ->     4.38s] Hey guys, welcome to the 1-1-1 Trading Strategy Master Ops.
[  479.98s ->   483.22s] It says, hey, we now need $8,000 for this trade because the market's risky.
[  483.64s ->   486.08s] And so it can do that, and it just leaves a lot of risk.
[  486.16s ->   487.44s] So how do we prevent this?
[  487.72s ->   492.02s] The solution is we, number one, make sure that we have enough buying power,
[  492.02s ->   499.06s] but number two, have hedges to offset the risk so that as volatility or as risk gets higher,
[  499.40s ->   504.20s] these things offset that risk and make our account more stable and more consistent.
[  504.34s ->   507.26s] I'll explain further what hedges we use in a second.
[  508.12s ->   510.32s] Risk number two is manipulation risk.
[  510.54s ->   513.54s] This works or applies to all options trading.
[  513.80s ->   516.66s] If you've been trading options for any amount of time, you know this to be true, okay?
[  516.96s ->   521.38s] The problem here is when you do a stop loss or a limit order or anything like that,
[  521.38s ->   525.90s] it can lead to losses due to market makers manipulating the options price.
[  526.30s ->   527.66s] What does this mean, okay?
[  527.88s ->   530.84s] When in the options market, since it's less liquid than stocks,
[  531.04s ->   535.64s] if you put your order out on the market, which means you do a stop loss or a limit order,
[  535.72s ->   538.72s] that order then just sits on the market and anybody can see it.
[  539.02s ->   543.08s] A market maker, a hedge fund, a bank, they can see these and they go,
[  543.18s ->   545.30s] okay, this order is sitting at this price.
[  545.38s ->   548.98s] So I'm going to move the option price just slightly to trigger that order.
[  548.98s ->   552.72s] I'm going to take their contract and I'm going to automatically sell it and make money.
[  552.82s ->   557.66s] Basically, if you've had a limit order or a stop loss order on options and it prematurely exited
[  557.66s ->   561.90s] or it closed for no reason, this was it and they took money from you.
[  562.02s ->   566.66s] And a ton of options sellers do these limit orders and are literally losing hundreds of
[  566.66s ->   569.84s] thousands of dollars every single month because of this.
[  569.90s ->   574.26s] And so the way that you prevent against it is you only submit an order when you're ready to exit,
[  574.26s ->   579.94s] okay, so you do this by when you're ready to enter, you immediately do a limit order at the current
[  579.94s ->   585.28s] price. If you're exiting, you wait until you're ready to exit, then you submit a limit order at
[  585.28s ->   588.74s] the current price. You don't sit and wait, you just do it when it's time.
[  589.70s ->   593.14s] Risk number three is volatility risk. This also applies to all option sellers.
[  593.62s ->   596.78s] If VIX spikes, it can lead to huge and sudden losses.
[  596.78s ->   602.20s] And so this VIX stands for the volatility index. So if the volatility in the market,
[  602.38s ->   608.70s] the risk of the market goes up, then we could be losing money. And so how do we solve this?
[  608.76s ->   615.42s] We adjust our buying power usage based on where VIX is. Let's say we only want to use $30,000 to
[  615.42s ->   621.56s] trade with. Well, VIX is low. Let's say VIX is trading under $10, which is low. Maybe we only use
[  621.56s ->   627.52s] $10,000. When VIX is, let's say medium, maybe we only use 20,000 when VIX is at the highest. So we
[  627.52s ->   633.10s] have the lowest risk. Maybe then we go all in, right? So adjust your buying power usage based on
[  633.10s ->   639.15s] VIX. So how do we actually size our account and scale it? Okay. So before we go into it,
[  639.15s ->   645.33s] we need to understand the 30% rule. This is have no more than 30% of your account into trades at any
[  645.33s ->   650.49s] given point. All that to say, if you have a hundred thousand dollar account, you should have no more
[  650.49s ->   655.71s] than $30,000 in trades. This helps you have a decent cushion in case buying power increases,
[  656.19s ->   661.73s] helps you to offset losses and allow a smooth equity curve because you're not investing
[  661.73s ->   667.67s] everything. This prevents margin calls and all those issues as well. So how do we scale the trade?
[  667.79s ->   673.15s] Okay. So once we know how much we should be using, how do we scale that as our account size grows or
[  673.15s ->   679.49s] as we add money to it? And so if it's less than $10,000 in our account, then we'll do the one,
[  679.49s ->   685.87s] one, two, the one, one, one trade once a week, but on a smaller asset like MES, which can support
[  685.87s ->   690.41s] it. Again, MES is not the preferred trading asset, but if you have a small account, this is all you can
[  690.41s ->   697.31s] afford to do. Now, if you're doing 10 to $25,000 or you have that in your account, then you can do a
[  697.31s ->   702.77s] one, one, one, once a month. So once a month, less frequent, but we can do a bigger strategy on ES.
[  703.25s ->   708.75s] So again, we can afford to do a more liquid strategy like ES or a more liquid symbol. We'd go into it
[  708.75s ->   715.31s] once a month. We have 25,000 to 100,000 in our account. We can do a one, one, once a week on ES.
[  715.61s ->   720.59s] And when I do these, this is where I am. I do it on around Wednesday on every week. There's no reason
[  720.59s ->   724.73s] for that. It's just because Wednesday is the middle of the week. I like doing that. So once a week on
[  724.73s ->   729.69s] ES, if you're doing over a hundred thousand dollars, you can do a one, one, two twice a week
[  729.69s ->   734.23s] on ES. And then if you've had more than that, you can continue doing it twice a week, like Tuesday,
[  734.23s ->   739.15s] Thursday, but then scale the contract sizing, go from one, one, one to two, two, two, two, two,
[  739.15s ->   747.19s] three, and then you get the point. So now how do we hedge? Okay. A one, one, one can be turned into
[  747.19s ->   752.29s] a put debit spread hedge. So as I mentioned before, there's three options in a one, one, one, which is
[  752.29s ->   756.97s] why it's called a one, one, one. So again, you buy a put, you sell a put and you sell a put. The first
[  756.97s ->   761.97s] two is the put debit spread. And the last one is a short put. If you close the short put, you're then
[  761.97s ->   766.81s] left with the put debit spread. And that put debit spread makes money as the market goes down. So it
[  766.81s ->   771.05s] makes money as the market drops. And depending on what asset you're trading, this could give you as
[  771.05s ->   776.73s] much as $2,000 of downside protection, which could cover the loss of a single trade. So as you put on
[  776.73s ->   781.75s] a trade, then you take it off, you close to just the short put, then you can leave yourself on a put
[  781.75s ->   788.37s] debit spread hedge. You can also just go out and buy a spy or ES put on a monthly basis. So just say,
[  788.37s ->   794.37s] once a month, I'm going to buy a spy or ES put. That way, if the market drops, the put will go
[  794.37s ->   799.41s] up in value and it'll offset my risk. So you can do that as well. And what I've seen a lot of recent
[  799.41s ->   804.49s] members in the options auto trader in my community do is they buy VIX calls on a monthly basis,
[  804.55s ->   809.57s] right? Because VIX spikes were in trouble as options traders. So they just buy a call on VIX. If VIX
[  809.57s ->   816.19s] spikes, your profit goes up. Now doing the puts on spy will help offset your deltas. The VIX on call
[  816.19s ->   820.77s] will really just help offset losses. So now how do I actually trade this? How do I put this into
[  820.77s ->   824.93s] action with my five years of options trading experience? How do I do this? Again, my goal is
[  824.93s ->   830.29s] the same thing. Again, how can I generate reliable monthly income, but without suffering huge losses
[  830.29s ->   836.57s] that require me to immediately bounce back? So if you've never been an option seller, how it works is
[  836.57s ->   841.81s] a lot of times VIX will spike, we'll have a huge loss, we'll get out. And then the next two or three
[  841.81s ->   846.23s] days, the market resets, and we would have had a winning trade, but we got out and now we lost
[  846.23s ->   850.85s] thousands instead of we could have made money. And so my goal is how can I generate consistent
[  850.85s ->   856.59s] income without having to suffer huge losses that I close and then could have actually made money from.
[  856.67s ->   862.49s] And so that's what my goal is here with the 111. So here's how I do it. Days until expiration,
[  862.49s ->   867.75s] I go out to 120. Why? Pretty simple. As I mentioned before, the further out in time I go,
[  867.75s ->   872.89s] the less volatility risk I have, because the more time I have for the trade to play out in my favor,
[  873.35s ->   879.53s] I have a higher win rate because my strike prices are very far out of the money. And I get to collect
[  879.53s ->   884.53s] more money, collect more profit overall. Great. It means I'm in the trade longer, but it's a small
[  884.53s ->   890.37s] cost for all the benefits I get. Now, how do I pick the strikes? Again, like I mentioned, this trade's
[  890.37s ->   895.65s] broken up into two parts. They put debit spread and a short put. And so for the put debit spread,
[  895.65s ->   900.19s] I do the 25 delta long put. I do the 23 delta short put. If I put debit spread and the short
[  900.19s ->   904.69s] put, I just do a 10 delta. So that's how I structure it. My credit target's about the same,
[  904.77s ->   911.81s] $20 to $40. If I can get more than the cherry on top, if I get under that, it's simply not the
[  911.81s ->   915.77s] best trade because my risk reward is not in my favor, but around 20 to 40 is the sweet spot.
[  916.80s ->   922.78s] My take profit, I, instead of looking for an 80 to 90% profit, instead I close it at 50%
[  922.78s ->   928.04s] so that I can turn over trades faster and get in and out. Why do I do this? This prevents me from
[  928.04s ->   932.62s] having a long string of trades open. So instead of having eight trades open at a time, so I have a
[  932.62s ->   937.92s] ton of risk instead. Now I only have three or four trades open because they close faster. And so I
[  937.92s ->   943.02s] have a less risk on at any given point. So this helps me reduce the risk and close my trades faster.
[  943.02s ->   948.70s] And so that's why I like it early management. Instead of doing a stop loss, I do a 21 DTE
[  948.70s ->   955.32s] management. Okay. So this means that I just let the trade play out. Now this requires that I have
[  955.32s ->   962.10s] a good amount of cash set to the side so that if the market does crash, I can withstand the ebbs and
[  962.10s ->   967.34s] flows of the market. But again, if you're following the 30% rule, you'll most likely be good on this.
[  967.34s ->   973.28s] And so again, that's how I structure that. But again, I do this and I'm able to survive these
[  973.28s ->   980.78s] things because I only use a 30% max allocation and I manage my buying, buying power users based
[  980.78s ->   986.08s] on where VIX is. When VIX is lower, I use less. When VIX is higher, I use more. And this way I'm
[  986.08s ->   991.56s] able to adjust how, how much I'm trading based on the risk in the market. And this helps me massively
[  991.56s ->   997.56s] reduce risk. I also use indicators to alert me to when the market may crash. And this helps me get
[  997.56s ->  1002.92s] out as well. And I'll show you that here when we get into the charting section. So here's the
[ 1002.92s ->  1008.32s] back test of mine. You can see here very consistent, very smooth return. Again, if we're
[ 1008.32s ->  1012.66s] just looking at close profits, again, if you're in the middle of the trade, you'll see a lot of
[ 1012.66s ->  1017.74s] fluctuation. But again, as based on just closing trades, you can see here very consistent. You can
[ 1017.74s ->  1023.18s] see here about a 99% win rate. So overall great. But the one thing to notice from this is right here,
[ 1023.18s ->  1029.82s] you can see the, the drawdown risk. So you can see while I was in the trade, it cost me a lot of money.
[ 1029.82s ->  1034.18s] And you can see here, I would have a lot of risk specifically in 2020, which makes sense,
[ 1034.40s ->  1039.90s] right? You can see here a ton of risk. This is because the market's dropping and I'm in these
[ 1039.90s ->  1044.08s] trades. And so they're probably losing a lot. And so that's why I need to have enough money set to
[ 1044.08s ->  1050.50s] the side, like 70% of my account to help cover these ebbs and flows. So the market can reset and
[ 1050.50s ->  1056.16s] it'll be better. Also, you wouldn't have as large of a drawdown if you change your account size based
[ 1056.16s ->  1061.68s] on based on where VIX is. But again, if you prefer to have defined risk, then just put a
[ 1061.68s ->  1066.70s] stop loss on the trade. Here's what it looks like compared to the original 1-1-1 backtest that most
[ 1066.70s ->  1072.58s] people do. Fairly consistent, but you occasionally have these drops and risks. This was smoother
[ 1072.58s ->  1077.30s] based on an outcome performance. But again, it just determines how much risk you want to take
[ 1077.30s ->  1082.28s] because this has way less drawdown compared to the other one. So now how do we treat this in
[ 1082.28s ->  1086.28s] different markets? Okay, we're a bullish market, which means that our highs are getting higher,
[ 1086.28s ->  1090.56s] and our lows are getting higher as well. So the market is moving up. That means that we want to
[ 1090.56s ->  1095.06s] do the ideal trade sub. So normal 1-1-1 and let it go whether you want to use the default or mine,
[ 1095.16s ->  1099.88s] whatever the 1-1-1 setup. If we're in a bearish market, which means that the lows are getting
[ 1099.88s ->  1104.34s] lower and the highs are getting lower, basically the market's moving down. Then what we want to do is
[ 1104.34s ->  1108.94s] we want to consider staying out of the market 99% of the time when the market is going down on a
[ 1108.94s ->  1112.76s] trending basis, not a single day or two days, because that doesn't matter. But if we're
[ 1112.76s ->  1117.90s] trending down, I'm just going to stay out of the market and then just wait for it to reassess.
[ 1118.34s ->  1122.18s] However, if you really want to be in the market, then what you can do is you can do a 1-1-1
[ 1122.18s ->  1127.22s] where you increase the width of the put debit spread. So the put debit spread, instead of doing
[ 1127.22s ->  1133.82s] your 25 delta buy and then 23 delta sell, maybe do a 25 delta buy and a 20 delta sell. So this way,
[ 1133.88s ->  1137.76s] there's a wider width between the two. And this will give you more downside risk. So you can make
[ 1137.76s ->  1141.84s] more profit to the downside. But again, ideally, just stay out of the market.
[ 1142.80s ->  1146.90s] Sideways markets, if the market's stuck between a support and resistance of same highs and same
[ 1146.90s ->  1151.84s] lows, it'll just do the normal 1-1-1 trade as well. This is where theta decay will work most
[ 1151.84s ->  1157.02s] in your favor as well. What are some of the advantages of the 1-1-1? It generates consistent
[ 1157.02s ->  1161.34s] income. It's very easy to set up. Again, I'll show you here in a second. You just do 25, 23,
[ 1161.66s ->  1166.88s] 10. It requires very little adjustments. Again, there are some on the closing, but actually not too hard
[ 1166.88s ->  1173.12s] to do. It offers the ability to hedge while making money. The 1-1-1 actually generates its own hedge,
[ 1173.18s ->  1177.82s] which is great to provide some downside protection. They can be stacked for continuous income, like I
[ 1177.82s ->  1182.30s] mentioned, entering on like a weekly basis, and then you close those trades out. And then now you have
[ 1182.30s ->  1186.50s] all these hedges that you leave on, which is great. And there's a ton of different ways to play it with
[ 1186.50s ->  1193.20s] different assets, different expirations, and doing different widths for your PDS to determine how much
[ 1193.20s ->  1198.36s] risk you want to profit you want to the downside. And plus, it's also a good way to buy a stock at
[ 1198.36s ->  1202.78s] a discount. If you're trying to enter on a stock, you have to put a debit spread to offset risk and
[ 1202.78s ->  1206.72s] then you have the short put that can be assigned shares. And so you can do it that way as well.
[ 1207.34s ->  1211.32s] What are some disadvantages? What should we look out for? It does have the potential for very large
[ 1211.32s ->  1216.90s] losses. And so that's why you put a stop loss on it or allow our trade to play out further. It can be
[ 1216.90s ->  1221.42s] complicated if you're new to options, because this is mainly futures option strategy, which does
[ 1221.42s ->  1226.50s] mean you to learn a bit about futures options. But honestly, I don't know all the details about it. I'm
[ 1226.50s ->  1230.58s] still doing fine to understand risk, which I discussed here. But it does. It's a bit complicated
[ 1230.58s ->  1234.84s] for newer people. It does require strict buying power management, you need to know how much money
[ 1234.84s ->  1239.16s] do I have in trades, what's working for me, what's working against me, making sure that you keep that
[ 1239.16s ->  1244.04s] in check. It can require hedging. So if you want additional protection, again, the one has hedging built
[ 1244.04s ->  1247.70s] in. But if you would like additional protection, you can do that, but it will cost you additional
[ 1247.70s ->  1252.18s] money. And it does have uncapped downside risk. So if you don't add a stop loss or anything,
[ 1252.18s ->  1257.32s] you could lose a lot on the way down. And if you're not trading this on futures, it's like spy
[ 1257.32s ->  1262.28s] or stock, you will have assignment risks, you can be assigning shares, which typically is fun.
[ 1263.00s ->  1267.84s] So let's dive into a real trade example. Let me show you the chart. Let me show you my broker,
[ 1267.94s ->  1271.96s] let me show you how to actually put this into action. Okay. So first, we're going to dive into
[ 1271.96s ->  1278.70s] the whiteboard. And so I can just recap what we've learned. Okay. So let's say this is a stock,
[ 1278.78s ->  1283.34s] the stock is just trending higher doing its thing. It's currently trading here. How a 111 works,
[ 1283.74s ->  1289.12s] is we look at okay, we want this stock to in general go higher, if it goes flat, we'll be fine.
[ 1289.18s ->  1294.28s] If it goes down, we'll be fine. If it goes down, we'll make more etc. But how does this actually
[ 1294.28s ->  1301.88s] work? Like I mentioned, we buy a 25 delta, so we buy one put here, then we closely sell another
[ 1301.88s ->  1308.08s] put, this creates what is called the put debit spread. This right here makes money as the market
[ 1308.08s ->  1312.48s] goes down, we'll show you in a second. And then we go further out of money, further away from where
[ 1312.48s ->  1317.58s] the stock's trading far away. And then we sell another put. And this is just the shortcut that
[ 1317.58s ->  1323.14s] we have. It's SP shortcut. And so this is how this trade is structured. And what it makes it look
[ 1323.14s ->  1330.66s] like is like this. So if we stay in this zone, which means that the that the market stays above this
[ 1330.66s ->  1336.20s] level here. So anything above here, all the way up to infinity, the market goes up, it's in this level
[ 1336.20s ->  1340.26s] goes sideways in the level go slightly down, we're in this level. But every time we're in this level
[ 1340.26s ->  1346.18s] right here, this is going to be standard profit. For me, when I'm doing ES, it looks like it's about
[ 1346.18s ->  1351.22s] so don't do another dollar sign, about a $500 profit on these trades. And then again, if it happens
[ 1351.22s ->  1356.80s] to drop lower into this level, at expiration, again, you have to let it expire to see this profit,
[ 1356.80s ->  1360.46s] but you'll be able to see a two or three year X profit. So we'll be able to see about let's just
[ 1360.46s ->  1367.00s] say $1,500 profit on this. And so this is because the put debit spread is now making money. But the
[ 1367.00s ->  1371.52s] short put is also making money. So you can see here the short put, it has to be above it to make money,
[ 1371.60s ->  1375.70s] which it is. And the put debit spread has to be below it to make money. So both of these are now
[ 1375.70s ->  1380.84s] making money. So you get a higher payout. And again, this happens at expiration. So basically,
[ 1381.32s ->  1386.54s] one, one, one, buy put, sell put. So that's how this works. And how it works. No upside risk.
[ 1386.54s ->  1391.80s] Do have downside risk. But if it does slowly turn down, you get a max payoff, which is even better
[ 1391.80s ->  1395.44s] than your normal payout. But most time you just make this amount. And then occasionally you'll
[ 1395.44s ->  1401.14s] make this. Okay, cool. So how do we actually do this in the broker? How do we actually understand
[ 1401.14s ->  1404.90s] this and trade this? Let's go to the trade tab where we see this. And again, like I mentioned,
[ 1404.90s ->  1409.26s] this is best to do on futures options. So I'll do ES, you can also do this on others. But this is
[ 1409.26s ->  1414.46s] ideally futures options trade to ES or NES for smaller account, but ES is preferred. Again,
[ 1414.46s ->  1419.18s] I'm just going to set it up how I set this up, which is a 120 DT trade. So what I do is I look
[ 1419.18s ->  1424.30s] at the strikes and I look for the one that's closest to 120 days out. So I scroll down here,
[ 1424.36s ->  1430.18s] you can see I have 112, 132. So 112 is going to be the closest to 120. So I'm going to click this.
[ 1431.46s ->  1436.30s] Next, the right side are my puts. Okay, so I'm gonna look at the puts first. I'm only going to look at
[ 1436.30s ->  1441.84s] the puts. Sorry, I was getting confused. I'm only looking at the right side. And so I want to make
[ 1441.84s ->  1446.22s] sure that delta selected so I can look at delta because remember, I pick my strikes based on where
[ 1446.22s ->  1451.86s] delta is, right? So I'm going to pick the one closest to 25 and the one closest to 23. So 24 is
[ 1451.86s ->  1458.46s] the closest to 25. So I'm going to buy this. Sometimes it does this new refresh the screen
[ 1458.46s ->  1463.80s] real quick. So I'm going to buy the one closest to 25 delta them to sell the one closest to the 23
[ 1463.80s ->  1468.58s] delta. That's how I structure this trade. I'm going to buy this one. Then the next one closest to 23 is
[ 1468.58s ->  1474.10s] 22. So I'm going to sell this one. This creates my put debit spread my downside protection. You can
[ 1474.10s ->  1478.72s] see right here as the market moves down in price, I have this green zone that means my profit.
[ 1479.36s ->  1485.14s] But if we go further down here at 10 delta is where I'm going to sell this put. And just like that. Now,
[ 1485.42s ->  1490.50s] this is how you structure the one on one. You can see here my max profit on this trade is 4000.
[ 1491.06s ->  1496.18s] Now, again, we can see here EXT, which is actually like my extrinsic value, which is how much money
[ 1496.18s ->  1500.58s] it'll actually make. So you can see your 1500 and then 4000. So what do each one of these numbers
[ 1500.58s ->  1506.12s] mean? So they go back here. 1400 is the profit that I make if the market does it or if the trade
[ 1506.12s ->  1512.54s] does its normal thing moves, does its normal thing. So 1400 here, and then the 4000 is my profit if it
