[    0.46s ->     6.49s] so you've built a trading model that you are satisfied with you've run the back test the
[ 1006.30s ->  1013.74s] but what are the implications well if we take a look this is the exact same strategy that i just
[ 1013.74s ->  1018.62s] visualized here i've taken the principal component three and i've constructed a linear combination of
[ 1018.62s ->  1025.02s] assets in my portfolio and i am trading that as my portfolio and this is the equity curve subsequently
[ 1025.02s ->  1031.82s] if i did this out of sample for the following five years so now i'm looking at 2022 to 2025 i'm using
[ 1031.82s ->  1041.50s] information from 2022 to construct the weights going forward and here what we have is the s p 500 clearly
[ 1041.50s ->  1050.38s] outperforms that pc3 portfolio so even though in this instance idiosyncratic exposure outperformed s p 500
[ 1050.38s ->  1057.58s] or market exposure here it's not the case at all idiosyncratic exposure did not outperform in fact it likely
[ 1057.58s ->  1064.54s] changed because the levels and that is not just the levels but also the loadings on each of the factors
[ 1064.54s ->  1070.46s] are going to change over time for the principal component so that is the idea also of non-stationarity
[ 1070.46s ->  1075.90s] is that it's not going to converge as time marches on so those loadings are also going to change
[ 1075.90s ->  1082.14s] which is why this portfolio may not even be an accurate representation of the true pc3 portfolio
[ 1082.14s ->  1090.58s] just something to keep in mind in that time variant sense moreover when we start to look at different
[ 1090.58s ->  1096.42s] mean levels of returns you can see that based on how we compute the mean we're going to get a different
[ 1096.42s ->  1103.06s] value and there is no one correct value you can't just look up hey what was the mean return of apple
[ 1103.06s ->  1108.74s] stock this year right how do you compute that are you computing that on a rolling basis is it the
[ 1108.74s ->  1115.22s] cumulative average is it going to be you know some sort of weighted measure there's 10 million and
[ 1115.22s ->  1119.30s] one different ways to compute that and that's because it's a time varying parameter so here you
[ 1119.30s ->  1125.22s] can see that the cumulative mean is going to kind of stabilize for this period around a negative value
[ 1126.26s ->  1131.22s] but if the s p 500 stabilized around a negative value we would certainly be hurting more than we are
[ 1132.10s ->  1137.62s] in general and that's just not the case right for this particular period it ended up being more
[ 1137.62s ->  1142.90s] negative and as time marches on it's going to end up being closer to zero and more positive this is
[ 1142.90s ->  1149.54s] from 2021 to 2022 if you look at 2022 to 2025 this is absolutely not the case moreover look at these
[ 1149.54s ->  1154.98s] measures we look at the 10-day rolling mean we look at the 30-day rolling mean they track completely
[ 1154.98s ->  1162.02s] different levels so this is the idea of the the non-stationarity and this is where if you try to
[ 1162.02s ->  1168.10s] parameterize a distribution by the some sort of historic mean or some sort of historic standard
[ 1168.10s ->  1173.54s] deviation because remember you need to use historic mean to compute the historic standard deviation
[ 1174.26s ->  1181.70s] all of these are wrong in general right and then if you use a parametric model you assume normality
[ 1181.70s ->  1186.58s] or something like that you parameterize it based on this data which is already wrong now you're double
[ 1186.58s ->  1192.66s] wrong and then you start to look at things like okay we're assuming that it does follow this distribution
[ 1192.66s ->  1198.10s] we're assuming that that mean is correct we're also going to assume independence what in the world is
[ 1198.10s ->  1205.06s] happening all of these stack on top of each other to create more and more wrong inferences so
[ 1206.34s ->  1213.22s] that's really the the purpose of this video is to show under the hood what what is actually happening
[ 1213.22s ->  1220.29s] and and what are the implications of these violations in practice so in the context of
[ 1220.29s ->  1226.69s] using some sort of normal distribution let's look at all of the layers as to to why it's wrong so
[ 1227.57s ->  1233.70s] we start with this idea of estimating a mean we start with this idea of estimating mean return
[ 1234.82s ->  1239.46s] in order to measure variance standard deviation any other statistical moment we need the mean
[ 1240.10s ->  1245.54s] and we know it's not a stationary process we know that mean is not going to converge to a specific
[ 1245.54s ->  1250.66s] value maybe more measures are more correct than others i probably don't want to use data from early
[ 1250.66s ->  1259.14s] 2000s to inform apple stock return for this year right but nevertheless we have to discern some sort of
[ 1259.14s ->  1267.49s] mean level okay so that first mean level is incorrect then we need to assume some sort of distribution
[ 1267.49s ->  1274.42s] if we're using some sort of parametric model so we assume normality and if we assume normality
[ 1274.42s ->  1279.94s] we have to parameterize that distribution by a mean and variance and that mean and variance is coming
[ 1279.94s ->  1287.44s] from this flawed historic data okay but we also know that that normal distribution doesn't exhibit the
[ 1287.44s ->  1293.68s] kurtosis that we've seen empirically so now you're double wrong the mean is wrong and your tail
[ 1293.68s ->  1303.90s] risk estimation is also wrong okay well what happens when we analyze the parametric model for
[ 1303.90s ->  1310.54s] all of the stocks in our portfolio we try to look at something like the value at risk we're assuming that
[ 1310.54s ->  1316.06s] everything is iid and there's no correlation structure you can always impose a correlation
[ 1316.06s ->  1319.10s] structure you can always do things to correct these assumptions but that's not the point
[ 1319.90s ->  1327.02s] if we look at it just in the context of a basic normal distribution we're assuming that the draws
[ 1327.02s ->  1333.42s] are iid and that's also incorrect for a number of different reasons because the parameters change
[ 1333.42s ->  1338.86s] over time the draws themselves are not independent there could be this idea of trend if everything is
[ 1338.86s ->  1343.42s] bad and things keep getting worse then there is going to be some covariance structure
[ 1343.42s ->  1352.46s] all of these things make these models incorrect so it's very important that you understand where
[ 1353.10s ->  1360.70s] the incorrect and the error contribute to the different levels and measurement errors in the
[ 1360.70s ->  1368.54s] quantities that you are trying to observe and measure because if you know that your parametric model
[ 1368.54s ->  1376.86s] is going to underestimate risk on both sides of the distribution then your value at risk measures may
[ 1376.86s ->  1383.26s] be severely over and underestimating for a particular period same thing with the correlation structure if
[ 1383.26s ->  1390.30s] there is no covariance structure then you may be underestimating the risk when in reality there is some
[ 1390.30s ->  1396.14s] sort of covariance structure and the risk measure should be higher same thing with this non-stationarity if a
[ 1396.14s ->  1404.45s] mean level is lower than it is going to be then you may be underestimating your your risk or
[ 1404.45s ->  1410.05s] overestimating your risk is going to be overestimating versus underestimating relative to what that true
[ 1410.05s ->  1418.29s] level is going to be for the following period there really is no correct way to measure these values for
[ 1418.29s ->  1424.29s] your models it's all going to be left to what you are trying to do the assumptions you're willing to make
[ 1424.29s ->  1430.77s] and how you want to handle how they're violated in practice and your interpretation of the violations
[ 1430.77s ->  1436.13s] in practice so here what i've done is i've also visualized the value at risk this is the one day
[ 1436.13s ->  1442.93s] value at risk for a portfolio but to measure the mean what you'll see maybe in a very basic undergraduate
[ 1442.93s ->  1449.97s] finance class is hey let's just measure the daily return for the past year and use that okay but is that
[ 1449.97s ->  1455.89s] really a reasonable measure for that level of that distribution well here what we're doing is we're
[ 1455.89s ->  1464.69s] looking at a 30 day window 60 day 120 and 252 day window we're looking at the 90 95 and 99 value at risk
[ 1464.69s ->  1469.73s] and what we have here is a series of different measures which one is going to be the most correct
[ 1469.73s ->  1476.21s] well that's entirely arbitrary to the period that you're analyzing both in and out of sample so this is
[ 1476.21s ->  1482.45s] going to come down to just the overall modeling process where you're going to have to go through
[ 1482.45s ->  1486.37s] you're going to have to collect some data you're going to have to develop this idea of a model you're
[ 1486.37s ->  1491.25s] going to have to fit this model to some sort of in sample data you're going to validate this model and
[ 1491.25s ->  1496.69s] you're going to test this model on some sort of out of sample data and then you're going to compare
[ 1496.69s ->  1502.77s] this to a different model and that is just going to be the research process in general some closing
[ 1502.77s ->  1508.69s] thoughts relative to this idea of trading with violated model assumptions just because your
[ 1509.33s ->  1514.21s] assumptions are violated does not mean that you can't make money but it is important to understand
[ 1514.21s ->  1521.33s] how this impacts your risk profile how this impacts your profitability how these regimes
[ 1521.33s ->  1529.09s] and structural shifts changing over time may impact the overall viability of your model and
[ 1529.09s ->  1535.17s] this is why the trading landscape is really a full-time job there is no set and forget
[ 1535.17s ->  1540.05s] trading system where you just turn it on and it prints money for you there are different strategies
[ 1540.05s ->  1547.09s] that you run under different conditions and market climates and whatnot and the strategies have
[ 1547.81s ->  1553.73s] different types of edges and whatnot and when you deploy those strategies under certain regimes it
[ 1553.73s ->  1559.33s] starts to turn into this art of okay we've seen this before it's likely that this edge is still
[ 1559.33s ->  1565.57s] there or we haven't really seen this type of strategy deployed in this environment before
[ 1565.57s ->  1571.97s] maybe we should hedge maybe we shouldn't deploy this strategy in this environment and it starts
[ 1571.97s ->  1578.93s] to become a bit of an art and discretionary rather than just simply input output when you're trading
[ 1578.93s ->  1585.09s] with you know maybe something like implied volatility what causes a spike in implied vol for you to want
[ 1585.09s ->  1592.61s] to collect some sort of risk premium may and you may be inclined to to not trade that strategy right so
[ 1592.61s ->  1599.25s] if something like an idiosyncratic risk for that firm caused a spike in implied vol maybe you're like
[ 1599.25s ->  1604.77s] oh we've seen this before it's all good it's going to normalize we'll collect the spread but what if it's
[ 1604.77s ->  1610.85s] some sort of macro factor something like tariffs which you you don't see all the time is that vol going
[ 1610.85s ->  1616.45s] to normalize in time for you to collect some sort of of spread or profit that's exactly the work that
[ 1616.45s ->  1628.45s] goes into trading that's exactly the art that it is
