[    0.46s ->     7.84s] Hey guys, Roman here, quantitative researcher and trader, founder of Quant Guild. I have a
[  179.56s ->   187.04s] is priced more. Traders are requiring a higher implied volatility in the Black-Scholes model
[  187.04s ->   194.76s] to reproduce the equilibrium price for that contract. And you'll notice the upside is priced
[  194.76s ->   203.14s] lower. This is effectively what contributed to the 1987 crash after the Black-Scholes model was
[  203.14s ->   208.74s] initially developed, and then the race to develop all of these models that can effectively fit this
[  208.74s ->   216.28s] skew. We see in 94, we have the local volatility model. We also have the discrete time version of it.
[  216.54s ->   222.00s] We have the Heston model, a stochastic volatility that looks to fit this skew, so on and so forth.
[  222.00s ->   229.92s] But what is this chart on the right here? Well, this is effectively a slice of the volatility
[  229.92s ->   236.68s] surface. Instead of just plotting all of the slices here, we're going to be just looking at this one
[  236.68s ->   245.28s] slice for zero DTE options. That is what produces this chart here on the right. And we're just using a
[  245.28s ->   254.62s] simple linear interpolation between strike prices. There are a lot of ways to improve this project.
[  254.62s ->   260.62s] You can add stochastic models. You can improve the interpolation. You can even calibrate your
[  260.62s ->   266.82s] stochastic models to extrapolate exotic prices as an exercise. There is so much you can do to turn this
[  266.82s ->   273.08s] into a live trading engine to inform options trading decisions. But of course, we are going to focus
[  273.08s ->   279.80s] primarily on building this live volatility surface in this video. If there's interest in the future,
[  280.26s ->   287.06s] maybe we can create some extensions for calibration and even volatility trading. But certainly let me
[  287.06s ->   292.70s] know in the comments below if there would be interest in that. Now, since this is a quant build,
[  292.78s ->   297.08s] we're going to be writing every single line of code together from scratch. I'll explain what
[  297.08s ->   302.20s] everything does and the intended functionality. I certainly encourage you to follow along. That is
[  302.20s ->   308.18s] how you can learn the absolute most. But if you're just looking to build and run this project on your
[  308.18s ->   314.18s] own or create your own extensions right away, I can't blame you, which is why I will leave a link to
[  314.18s ->   320.50s] the source code in the description below. And I'll also post it to the quant guild library where you can
[  320.50s ->   328.06s] find all of my quant builds and source code before you build and run this application on your own.
[  328.06s ->   335.92s] I will make a note about the trader workstation or the IB gateway, however you choose to connect to
[  335.92s ->   341.20s] interactive brokers on your own. You will need an interactive brokers account to build and run this
[  341.20s ->   346.14s] project. I will leave a link in the description below to get started with them. I highly recommend
[  346.14s ->   351.80s] them and their API. I've been using them for well over 10 years at this point. But if you're looking
[  351.80s ->   359.10s] to connect to the trader workstation to produce this live volatility surface based on the source code
[  359.10s ->   365.64s] that I provide you in the description, you must go to configure and then you will pull up your
[  365.64s ->   374.26s] account settings window. You can then head on over to API settings, enable active X and socket clients,
[  374.26s ->   380.14s] and then you can disable the read only API if you're looking to execute trades and then ensure that
[  380.14s ->   387.38s] the socket port is set correctly. Now, also, when it comes to volatility, you can look up in your
[  387.38s ->   394.78s] settings via the search bar up here, volatility and analytics. Make sure if you're using interactive
[  394.78s ->   402.36s] brokers supplied units of volatility that they are annualized, not daily. This is going to be
[  402.36s ->   409.42s] important because if you are scaling annual units twice, you are going to be getting some massive,
[  410.00s ->   416.16s] massive volatilities. So that is what I will say if you're looking to run the source code right away. In
[  416.16s ->   421.48s] any case, if you're looking to follow along, do make sure you are configured in this way as well. And
[  421.48s ->   427.96s] then you'll be ready to get started. All right, here we are in VS code. Before we get started, and really with
[  427.96s ->   434.60s] any project, you want to think about what it is you need to produce the final result from an
[  434.60s ->   441.52s] architectural standpoint. And what I mean by that is we need some data feed, some live data feed. Our
[  441.52s ->   448.54s] solution for that is interactive brokers. We're going to need to produce the 3D surface itself,
[  449.02s ->   457.70s] strikes and maturities. How do we get those? We can't just hard code them. That's the lazy man approach.
[  457.70s ->   464.78s] But what's the problem? Tomorrow, the zero DTE expiration is unusable. There are no options to
[  464.78s ->   471.90s] quote because those options expired. What about the strike prices if we hard code those? Well, the price
[  471.90s ->   478.24s] of any stock or ETF, anything we're trying to produce the implied volatility surface of, is certainly going
[  478.24s ->   485.70s] to change over time. When we run this application, we want it to produce the current implied volatility
[  485.70s ->   491.88s] surface for a range of moneynesses in terms of the strike prices and a range of maturities that are
[  491.88s ->   499.66s] relevant. And that is what we are going to do within this particular build. We're going to be solving those
[  499.66s ->   505.18s] problems along the way. And that, of course, is really what these quant builds are all about. To show
[  505.18s ->   510.92s] you some examples of how you would go about building these projects from scratch to go about solving the
[  510.92s ->   517.34s] problems that you are going to find along the way. So let's get started with some imports. We're going
[  517.34s ->   522.38s] to need some packages to build this application and, of course, the associated visualizations.
[  522.66s ->   528.16s] We're going to start with threading in order to be able to make API calls. We're going to import time.
[  528.24s ->   534.38s] We're dealing with a live dashboard, so we're going to want to display the current time, maybe even times
[  534.38s ->   542.68s] of updates. We'll also have pandas for helping us handle some data frames. That is, as we receive data
[  542.68s ->   548.44s] from Trader Workstation, we need some place to put it, maybe even to look it up by strike price and
[  548.44s ->   556.66s] maturity. We're going to use NumPy for numerical operations, working with the grid, maybe even
[  556.66s ->   564.36s] interpolation. And we also need components for visualization. So I'm going to import matplotlib.pyply,
[  564.36s ->   573.30s] as plt. I'm also going to import 3d axes. So I'll say from mpltoolkits.3dplot, we're going to
[  573.30s ->   582.66s] import axes 3d, and we'll also add a button. So I'm actually going to import a widget from matplotlib,
[  583.02s ->   589.94s] and this is going to allow us to lock the volatility surface from updates. So when I click that lock
[  589.94s ->   596.52s] button, I can explore the implied volatility surface at that particular point in time without
[  596.52s ->   601.52s] having to worry about it updating on me, if I wanted to investigate a particular portion of it,
[  601.88s ->   607.06s] so on and so forth. Now, since we're using Interactive Brokers to get our data, we're going
[  607.06s ->   614.40s] to need to import some things from the Interactive Brokers IB API package as well, specifically eClient,
[  614.40s ->   623.06s] a wrapper, and of course, the contract. So I'm going to say from ibapi.client, import eClient. This is how
[  623.06s ->   629.38s] we're going to be making requests to the server. And this is how we can request a connection, we can
[  629.38s ->   636.32s] request data, we can request our strike prices and maturities. But where is the server going to send
[  636.32s ->   642.40s] that information back? Well, it's going to send it back to us in the wrapper. So we're going to say
[  642.40s ->   650.44s] from ibapi.wrapper, import eWrapper. And now we have this nice dynamic where eClient is going to send
[  650.44s ->   659.58s] requests to the server, where does it send it back to the eWrapper. We also need from ibapi.contract,
[  659.70s ->   666.52s] the contract module. This is how we can specify what instruments we are going to be getting data for.
[  666.52s ->   672.44s] In this case, we're going to be looking at the SPY ETF and the subsequent volatility surface.
[  672.70s ->   676.84s] The last thing we're going to do before we build the core functionality, the main class of this
[  676.84s ->   684.80s] application is change maplotlib to dark mode. I'll say plt.style.use. We're going to use a dark
[  684.80s ->   691.50s] background. You're of course free to use whatever style you would like. Now let's build out the main
[  691.50s ->   700.96s] class. I'm going to say class live surface app, and we are going to make this a subclass of eClient
[  700.96s ->   707.20s] and eWrapper. If we recall, eClient is going to allow us to request data from the server,
[  707.46s ->   713.48s] and eWrapper is going to be the place to receive it. All we're saying is that the live surface app
[  713.48s ->   722.26s] is going to be an implementation of both. We can both send and receive data. Okay, let's go ahead
[  722.26s ->   728.66s] and create this constructor now for the live surface app. I'm going to say def init, and in the
[  728.66s ->   735.58s] constructor, we of course have self, but now I'm actually going to initialize the parent constructor
[  735.58s ->   746.91s] eClient.client.init, and I'm going to use as the eClient and wrapper for that particular superclass
[  746.91s ->   756.11s] constructor, self and self. That's because eClient is initialized by a client and a wrapper. This is
[  756.11s ->   763.49s] effectively telling this superclass, hey, the live surface app is going to be the one both requesting
[  763.49s ->   770.47s] the data. That is our eClient implementation, and it's going to be receiving data. That is our
[  770.47s ->   779.16s] eWrapper implementation. So that is the main initialization of the API client itself. Now we
[  779.16s ->   785.12s] can go about constructing some necessary variables to store data once we receive it from the server.
[  785.24s ->   791.26s] So the first thing we're going to do is create a dictionary for implied volatilities. This is going
[  791.26s ->   798.30s] to be based on the request ID. So we are going to create an implied volatility request from the
[  798.30s ->   806.52s] server. That request has an ID. Each ID is going to map to a volatility. But how do we map it to a
[  806.52s ->   816.02s] strike price and expiration? Well, we're also going to create a map of request IDs to a tuple of strike
[  816.02s ->   823.90s] prices and expirations. Now we actually need a list for our expirations and strike prices. I'll say
[  823.90s ->   830.88s] self.expirations is equal to an empty list. Self.strikes is equal to an empty list. And we need
[  830.88s ->   836.82s] to figure out a way to populate these dynamically based on the instrument that we're looking to
[  836.82s ->   845.01s] construct a surface for. We're going to start with some placeholder variables for the spot price.
[  845.01s ->   851.01s] I'll set it equal to zero. You could also set it equal to minus one if you want a non-positive
[  851.01s ->   862.51s] value. We can also do self.underlying contract ID is equal to zero. This is going to be the variables
[  862.51s ->   870.47s] that track the underlying asset state itself. And now we're going to have two specific thread events.
[  870.47s ->   878.43s] We'll have resolved. And this is going to be a threading event. And we're also going to have
[  878.43s ->   884.85s] a chain resolved. And this is also going to be a threading event. This is going to allow us to
[  884.85s ->   892.07s] ensure that as we run the application and we make these requests to the server, that we are not
[  892.07s ->   898.71s] messing up the flow of our program. And of course, the intended functionality in constructing
[  898.71s ->   904.61s] that live surface. Now we actually get to build some functionality. We're going to start with
[  904.61s ->   912.73s] a very simple callback function from the trader workstation called the connect act. And what
[  912.73s ->   919.01s] this is going to do is it is going to provide evidence that we have connected to the trader
[  919.01s ->   924.87s] workstation, IB gateway, interactive brokers, before we go about requesting data. In other words,
[  924.87s ->   933.05s] the only way that this function is called is if interactive brokers and our clients are connected.
[  933.29s ->   943.16s] So I will just print to the console, TWS acknowledged the connection. All right. So when we run this
[  943.16s ->   949.32s] application, we should see that we have effectively connected to the server. Then this callback will be
[  949.32s ->   957.60s] pings and we'll print this to the console. We also need to handle errors that is in our request. Our
[  957.60s ->   965.80s] server may respond to us with some form of an error message. If our request is misspecified or we pass
[  965.80s ->   971.72s] incorrect variables to a request, then we're going to need to handle that in this error function. So I'm
[  971.72s ->   978.04s] going to say self rec ID for the particular request that there's an error in the specific error code
[  978.04s ->   987.14s] and the error string. Now we don't need to worry about some error codes due to fractional shares,
[  987.14s ->   994.54s] different things associated with our account. Effectively, if the error code is not in this list
[  994.54s ->  1004.26s] of 2104, 2106 and 2158, then we have an error with one of our requests. And we're just going to go
[ 1004.26s ->  1012.52s] ahead and print the request ID. So I'm just going to go ahead and print the rec ID. I'm going to print the error
[ 1012.52s ->  1022.96s] code and the error string. All right. So that's how we're going to handle errors in our requests to trader
[ 1022.96s ->  1031.72s] workstation, IB gateway, interactive brokers. Anytime we have an issue, if we specify a security incorrectly or anything
[ 1031.72s ->  1038.02s] like that, it's going to go here, it'll print the ID for the request, the error code and associated
[ 1038.02s ->  1043.42s] string telling us what is wrong with our request. So that's how we're going to handle errors. We're just
[ 1043.42s ->  1049.20s] going to print it to the console. In reality, if this was a larger system, this is where you would handle
[ 1049.20s ->  1056.94s] those errors more carefully to ensure that your system doesn't just explode when a request is denied
[ 1056.94s ->  1064.34s] or you receive stale quotes, so on and so forth. Anytime this callback function or really it's a
[ 1064.34s ->  1072.70s] callback method is hit from the server, we're going to want to be handling those errors very dynamically
[ 1072.70s ->  1079.50s] in some form of a live trading system. But in this case, this will suffice for the project.
[ 1079.50s ->  1090.48s] We now need a callback method to handle contract details. And this is going to be for our underlying.
[ 1090.64s ->  1096.06s] So if I want an implied volatility surface for SPY, I need to handle those contract details. So I'll say def
[ 1096.06s ->  1104.62s] contract details. This is going to take, of course, a request ID, and it's going to return the contract
[ 1104.62s ->  1110.70s] details themselves. So when the server responds, it'll give me back that request ID. And of course,
[ 1110.70s ->  1116.38s] the contract details, I should probably specify it as contract details. And now I can just set the
[ 1116.38s ->  1125.96s] underlying contract ID to contract details dot contract dot ID or con ID. And this is effectively
[ 1125.96s ->  1131.20s] going to tell me the underlying that is going to produce then, of course, all of the relevant
[ 1131.20s ->  1137.68s] options contracts. And we're going to fetch then the strikes and the expirations dynamically.
[ 1137.68s ->  1144.28s] Now we've effectively resolved this particular call. We need this before we construct the
[ 1144.28s ->  1149.92s] volatility surface. So I'm going to go back to that thread events. I'm going to say set.
[ 1149.92s ->  1160.98s] All right. And anytime that we set this flag to true, all threads waiting for it to true will be
[ 1160.98s ->  1168.08s] effectively awakened released. So if threads are waiting, once this flag is true, there's not going to be
[ 1168.08s ->  1177.22s] any blocking. All right. Now, in order to construct our strikes, what do we need? Well, we have our
[ 1177.22s ->  1184.64s] contract here for the underlying. We need the spot price that it's trading at. We don't want to just
[ 1184.64s ->  1192.98s] query strikes way too low or way too high from where the current at the money options are sitting.
[ 1192.98s ->  1198.84s] So we need the spot price. And that's why we're going to implement the tick price method. I'm going
[ 1198.84s ->  1206.60s] to say def tick price. And we're going to take as a response from the server, rec ID, tick type,
[ 1206.80s ->  1217.08s] we're going to take the price and the attribute. Now, if the request ID is equal to 999, and this can
[ 1217.08s ->  1227.36s] just be a fixed ID for our purposes here, and the tick type is in four or nine, and the price is greater
[ 1227.36s ->  1234.76s] than zero, what have we just received? Well, we've received the spot price for our underlying asset.
[ 1234.76s ->  1239.88s] When we actually go about querying this, we are going to query it such that we are making a request
[ 1239.88s ->  1246.04s] ID of 999. There's a lot of different ways to do this. You could start at one, increment up from there.
[ 1246.04s ->  1252.06s] You can make this some fixed arbitrarily large value that you'll never actually get to. I'll leave that
[ 1252.06s ->  1261.02s] up to you. In this case, I'm just going to use 999 self dot spot price is equal to price. This is how
[ 1261.02s ->  1269.94s] we're going to construct our grid of strikes. Now, we need to actually go about receiving the list of
[ 1269.94s ->  1278.24s] strikes and expirations for this particular asset that we have contract details for. How do we do
[ 1278.24s ->  1287.54s] that? Well, we are going to use def security definition option parameter as a callback and to
[ 1287.54s ->  1294.56s] avoid just auto completing the whole thing. I'll say definition option parameter. Let's talk about what
[ 1294.56s ->  1302.00s] we're actually receiving from the server here. So we are receiving effectively the request ID for the option
[ 1302.00s ->  1308.56s] that we are just sending a request for information about. We are going to get the exchange, the underlying
[ 1308.56s ->  1321.92s] contract ID, which we know what it is. It's going to be this guy here. We have the trading class, the multiplier,
[ 1321.92s ->  1332.34s] the expirations, and of course the strikes. All right. If the exchange is equal to smart, then what we're
[ 1332.34s ->  1342.67s] going to do is set the expirations themselves in our live surface app to a sorted list of the
[ 1342.67s ->  1355.01s] expirations that the server returns. And we're going to do the same for the strikes. Okay. Then in the
[ 1355.01s ->  1363.94s] same way that we set the resolved event, we're going to do the same for the chain. All right. So
[ 1363.94s ->  1368.14s] there's not going to be any blocking from that request. Once we've received the data, if we don't
[ 1368.14s ->  1374.64s] have this, the program can't continue to flow. We can't construct that volatility surface without
[ 1374.64s ->  1384.34s] waiting for these events to resolve. All right. So now we're going to handle the implied volatility
[ 1384.34s ->  1392.88s] surface data itself. What we're going to do is in the tick option computation callback method,
[ 1392.88s ->  1399.88s] we are going to receive not just, of course, the request ID, the tick type, the tick attribute,
[ 1400.56s ->  1409.24s] the implied vol, the delta, the option price, the dividends, the gamma, the vega, the theta,
[ 1409.24s ->  1417.66s] and the underlying price. But we are going to map the implied volatility to our IV dictionary.
[ 1418.46s ->  1426.30s] What is a really cool exercise and extension? Well, that would be to take the option price
[ 1426.30s ->  1432.70s] and the associated parameters for the Black-Scholes model. Remember, five parameters in a Black-Scholes
[ 1432.70s ->  1438.98s] model, volatility, strike, underlying price, time to maturity, and of course, a proxy for the risk-free
[ 1438.98s ->  1448.15s] rate. You can try to produce the implied volatility on your own. They should be the same. All right.
[ 1449.79s ->  1455.15s] Now, what we're going to do here is if the tick type is equal to 13, then we are going to be
[ 1455.15s ->  1463.43s] getting the model's implied volatility. So tick type equals 13 and implied volatility is not none.
[ 1463.43s ->  1470.69s] We have effectively received the model implied volatility from TWS, interactive brokers. And this
[ 1470.69s ->  1478.94s] is going to be the Black-Scholes implied volatility. Self.ivdict, we are going to take the request ID
[ 1478.94s ->  1486.76s] and use it as the key for this particular implied volatility that we have just received.
[ 1486.76s ->  1495.74s] And that is going to do it for our live surface app. We are able to make those requests out of the box.
[ 1495.74s ->  1503.34s] That is a part of the e-client module. This is how we request information from the server. We can request
[ 1503.34s ->  1511.84s] contract details, the price of our underlying. We can request option parameters. We can request
[ 1511.84s ->  1520.76s] a flow of option data for implied volatility. This is where all of those requests are going to respond
[ 1520.76s ->  1530.78s] to. These are implementations of methods of the e-wrapper class. And that is how the interactive
[ 1530.78s ->  1536.96s] brokers API functions. We have trader workstation or IB gateway running. We've configured it such that we
[ 1536.96s ->  1544.06s] can connect our client and we have e-client and e-wrapper to request and receive data. Let's now
[ 1544.06s ->  1549.62s] move to building some wrappers to actually implement this live surface app class that we just built.
[ 1549.86s ->  1556.90s] We're going to start with one to just run the main loop for processing messages within the live
[ 1556.90s ->  1562.04s] surface app between our client and the trader workstation, IB gateway, interactive brokers.
[ 1562.04s ->  1568.54s] We'll say def run loop. We'll take an app as an input. This is just an instance of our live surface
[ 1568.54s ->  1577.08s] app and we will call app dot run. We'll do the same for actually starting the app. And here we're going
[ 1577.08s ->  1584.38s] to have a default symbol of SPY. Just using an ETF here, you're free to use, of course, anything you
[ 1584.38s ->  1591.16s] would like. And within this start app wrapper, we're going to go ahead and create a new live
[ 1591.16s ->  1599.86s] surface app. And we're going to look to connect to the trader workstation at the local host and the
[ 1599.86s ->  1607.42s] port that we specified. In this case, I'm using the paper trading port 7497, as you saw at the start of
[ 1607.42s ->  1614.02s] this video in the config. And the client ID for this particular client, I'm going to list as 35.
[ 1614.44s ->  1619.98s] You can list it as zero. You can list it as one. If you have a master client ID, you can match it to
[ 1619.98s ->  1626.42s] that as well. It is whatever you choose to do for your particular interactive brokers setup.
[ 1627.42s ->  1633.04s] Now we need to create the API thread. This is going to be equal to threading dot thread.
[ 1633.04s ->  1641.68s] The target is going to be the run loop. That is the wrapper that we created here. What we're going
[ 1641.68s ->  1651.72s] to do is set args equal to the app that we just created above here. So that will be our app. And
[ 1651.72s ->  1661.83s] we will also have pass through set to trip. All right, we're going to start that thread. And we are
[ 1661.83s ->  1668.37s] going to wait for that thread to initialize. Okay. So effectively, we are running this application
[ 1668.37s ->  1674.57s] on this API thread here. And to ensure that we can continue with the flow of our execution,
[ 1674.57s ->  1687.89s] we have established it in this way. And it looks like I'm missing a comma here. Okay. So this is our
[ 1687.89s ->  1694.27s] main thread for the API communication. This is the live surface app, we can now build the contract that
[ 1694.27s ->  1706.60s] we're going to specify in the start app wrapper. So we're going to say underlying is equal to contract.
[ 1707.56s ->  1713.72s] And we're now going to specify the contract parameters. So again, I'm using spy, you could
[ 1713.72s ->  1721.48s] use whatever you like, I'm going to use underlying dot symbol to be the symbol that I have in the start
[ 1721.48s ->  1733.98s] app function as an input. And the security type in this case is going to be stock. The exchange is
[ 1733.98s ->  1744.28s] going to be smart. And the currency is going to be USD. All right. Now we actually need to make some
[ 1744.28s ->  1750.16s] requests before we request options data. What do we need? We need underlying data so we can construct
[ 1750.16s ->  1757.58s] an appropriate grid of moneynesses and maturities via the call back method for the option security
[ 1757.58s ->  1764.66s] definitions themselves. So I'm going to say app dot rec contract details. I'm going to call this rec ID
[ 1764.66s ->  1772.82s] one. And I'm going to request contract details for the underlying. This is going to give me what this is
[ 1772.82s ->  1779.42s] going to give me the contract ID. Okay, we can't just use spy. If we say spy, are we talking about the
[ 1779.42s ->  1785.04s] stock itself? Are we talking about something else an option on that another instrument that is a
[ 1785.04s ->  1795.96s] derivative of the spy ETF, it's very important that we have the details specifically for that ETF. So
[ 1795.96s ->  1801.70s] can we function until we receive that? No. So I'm going to set resolve to wait, and the timeout is
[ 1801.70s ->  1812.40s] going to be five, we're going to do the same now for requesting the spot price of that contract. If you
[ 1812.40s ->  1821.82s] recall, the request ID that I specified for the underlying live data feed is 999. So to make sure
[ 1821.82s ->  1829.74s] that that matches, when I request data in this start app wrapper, I am going to say app dot rec market data.
[ 1829.74s ->  1841.10s] And I'm going to set the request ID to 999. I'm requesting it for the underlying contract. And I
[ 1841.10s ->  1848.56s] have built the underlying contract object here. So I passed that through. Now I'm also going to pass
[ 1848.56s ->  1856.48s] for the generic tick list and empty string. I'm not looking for a snapshot, I am looking for a live
[ 1856.48s ->  1864.94s] data feed. And I'm going to set the rest of the parameters to empty set. So now while the app dot spot
[ 1864.94s ->  1871.42s] price is equal to zero, or if you set it to negative one or anything else to indicate that you don't have
[ 1871.42s ->  1878.92s] data, or you're operating with stale quotes, you set that equal to that here, we used zero above. While we
[ 1878.92s ->  1886.00s] are operating with a zero spot price, we are just going to sleep. Point one, this is going to wait
[ 1886.00s ->  1893.96s] effectively until we get that spot price. Once we receive it, spot will be equal to app dot spot price.
[ 1895.26s ->  1905.66s] All right. Now that we have this particular spot price, we are going to request the options data for
[ 1905.66s ->  1918.43s] this particular contract are underlying. To do that, I am going to say app dot rec security def option
[ 1918.43s ->  1924.73s] parameters as we defined above in the callback method. This request ID can be two, that's totally
[ 1924.73s ->  1931.03s] fine. We're just going to increment it from one, the symbol that we are looking to receive data for
[ 1931.03s ->  1939.79s] is the symbol that we have at the top of our wrapper here, start app, it's the input. Then we're going
[ 1939.79s ->  1948.13s] to leave the next few parameters blank, we'll specify this is a option written on stock. And we have,
[ 1948.13s ->  1957.46s] of course, the relevant underlying contract ID. All right, we need to wait for this data. So I'm going
[ 1957.46s ->  1968.22s] to set chain resolved now to wait, and the timeout will be five. All right. Now notice, in both of these
[ 1968.22s ->  1976.64s] cases, we request data. And we are setting that threading event to wait. But when the server actually
[ 1976.64s ->  1983.24s] responds, what happens? We set it, and then we have passed through. So we're just going to continue on with the
[ 1983.24s ->  1993.06s] program. That's true for both of these. All right. So we're going to get all of these expirations,
[ 1993.06s ->  1999.68s] we're going to get all of these maturities. But we don't want to use all of them, we don't want to
[ 1999.68s ->  2005.70s] center our surface on deep out of the money puts deep out of the money calls, we want to be about the
[ 2005.70s ->  2013.54s] money at the money. And that's exactly why we requested the spot price. This is where we solve that
[ 2013.54s ->  2020.30s] problem. And this is exactly what it looks like to do it dynamically. Now that we have all of the live
[ 2020.30s ->  2028.40s] parameters, strikes, and maturities, we can curate it based on the spot price to produce the implied
[ 2028.40s ->  2038.48s] volatility surface. Today is equal to time dot, we are going to string format time, we are going to have
[ 2038.48s ->  2050.00s] year, month, day, and the target expirations, these are going to be E for E and app dot expirations.
[ 2050.36s ->  2057.86s] Remember, we have already stored the expirations after we've requested the option parameters here.
[ 2058.18s ->  2066.36s] So for each expiration in that list, if E is greater than or equal to today, we are going to get a list,
[ 2066.36s ->  2074.74s] this is going to filter all of the expirations for us by today. So this is going to ensure that we
[ 2074.74s ->  2080.66s] don't have any expirations from yesterday, so on and so forth. These are only live options,
[ 2081.08s ->  2087.94s] nothing that's expired. Is it sorted? Well, yes. If we go back to our callback method, if you recall,
[ 2088.54s ->  2094.84s] we sorted both the strikes and the expirations. So now I'm going to use slice notation and just get the
[ 2094.84s ->  2103.50s] first five. Okay. Yes. I typed six. We go up to, but not including. Okay. I'm going to do the same
[ 2103.50s ->  2114.62s] for the target strikes. I'm going to say S for S in app dot strikes. If the spot times 0.98 is less than
[ 2114.62s ->  2121.98s] or equal to S, which is less than or equal to the spot times 1.02. What is this going to do?
[ 2121.98s ->  2128.96s] This is going to curate my strikes. It's going to make sure that I'm not going to be pulling strikes
[ 2128.96s ->  2135.22s] way too deep out of the money, way too deep out of the money on really either side of the current spot
[ 2135.22s ->  2142.02s] price out of the money puts and out of the money calls. If you look to try to construct an implied
[ 2142.02s ->  2148.86s] volatility surface way too far out, you're going to be dealing with liquidity issues and whether or not
[ 2148.86s ->  2154.76s] you are receiving the appropriate quotes for those implied volatilities is going to be subject for
[ 2154.76s ->  2160.58s] discussion. It's something you are going to have to work around and construct for the reason that that
[ 2160.58s ->  2167.34s] is a separate problem and project in itself. We're just going to be using the most liquid strikes 0.98 to
[ 2167.34s ->  2174.68s] 1.02. We have the parameters. Now we need to actually set up the live data feed for the implied
[ 2174.68s ->  2181.40s] volatility. We need to make that request. We can't just request a volatility surface. That would be
[ 2181.40s ->  2189.64s] very nice, but instead we have to request the implied volatility for the grid that we establish
[ 2189.64s ->  2195.34s] and that we're going to visualize. In order to do this, we need to set a request ID that we can iterate
[ 2195.34s ->  2202.50s] from. We know that if we set it to 1000, we can build off of that request ID. Every other request we've
[ 2202.50s ->  2210.88s] made up to this point has had an ID less than 1000. So I'm going to say rec ID is equal to 1000.
[ 2211.36s ->  2218.12s] Now I'm going to iterate through my expirations and strikes. I'm going to say for expiration in
[ 2218.12s ->  2226.36s] target expirations, for strike in target strikes. This is a nested for loop. We're going to have
[ 2226.36s ->  2234.80s] O N squared. That's the time complexity of this particular operation. But fortunately for us,
[ 2234.80s ->  2241.06s] this isn't going to grow in an unbounded sense. We're going to have a reasonably sized set of
[ 2241.06s ->  2247.84s] strikes and expirations to actually query. So I'm going to say opt is equal to contract. This is going
[ 2247.84s ->  2253.28s] to be the contract for this particular set of parameters. Looks like I forgot a colon here.
[ 2253.28s ->  2259.33s] I'm going to say opt dot symbol is equal to the symbol we provide this wrapper function.
[ 2259.33s ->  2267.29s] The security type in this case is going to be an option. We're going to use the smart exchange.
[ 2267.29s ->  2277.26s] And we're going to say the currency is US dollars. What is the last trade date or contract month? The
[ 2277.26s ->  2283.68s] maturity of the expiration that is given by our loop. We're going to say opt dot last trade date or contract
[ 2283.68s ->  2292.50s] month is equal to expiration. What is the strike? That's equal to the strike. We're iterating through
[ 2292.50s ->  2300.54s] both of these lists. And we are going to be effectively constructing a data feed for each
[ 2300.54s ->  2307.68s] option contract. As those option contracts quotes change, the implied volatility will be updated.
[ 2307.68s ->  2315.60s] And that's when we are going to hit our callback method, tick option computation, and we'll store
[ 2315.60s ->  2323.08s] the updated implied volatility and display it to the user in that nice 3D plot. And of course,
[ 2323.14s ->  2330.68s] the 2D plot for the skew. We now need to specify the right of the options contract. Remember,
[ 2330.90s ->  2336.64s] for the implied volatility surface, we're dealing with out of the money puts and calls. So to specify the
