[    1.26s ->     7.61s] The central limit theorem is quite literally the bridge between probability and statistics,
[ 1170.21s ->  1180.05s] our Poisson example? Well, in our Poisson example, we literally got probabilities with associated events.
[ 1180.05s ->  1188.37s] So the probability of observing six trades in 100 milliseconds by this particular distribution is
[ 1188.37s ->  1196.21s] roughly 10%. That is what the probability mass function defines. Does the density function define
[ 1196.21s ->  1204.29s] probabilities? Well, no. Effectively, there are an infinite number of outcomes for this particular
[ 1204.29s ->  1211.33s] density function. Any time we look at a specific value, we can draw a vertical line for the input
[ 1211.33s ->  1219.09s] and match it to an output. This is not a probability. This you can think of as a relative likelihood.
[ 1219.09s ->  1226.45s] If I compare, say, this vertical line here to this vertical line out in the tail, which one has a higher
[ 1226.45s ->  1233.49s] likelihood of observing points around it? Well, clearly this one in the middle, right? There's more mass
[ 1233.49s ->  1239.01s] underneath the density function. So when we look at the probability density function for a continuous
[ 1239.01s ->  1245.25s] random variable, we have to think of it in terms of a likelihood, a relative likelihood,
[ 1245.25s ->  1252.85s] not a probability that is fundamentally different from what we observed above. How do we then get
[ 1252.85s ->  1261.41s] probabilities? Well, we need to ask questions about regions. If we integrate this density function,
[ 1261.41s ->  1269.17s] we can get probabilities. If I integrate from negative infinity all the way to zero, I will get 50%.
[ 1270.13s ->  1277.25s] The distribution is symmetric. If I wanted to find the probability of observing a draw less than two,
[ 1277.25s ->  1282.69s] I would just integrate or less than negative two, I would integrate to negative two, and it looks like
[ 1282.69s ->  1291.09s] it's roughly 2%. So that is how our normal distribution works. It is effectively parameterized by
[ 1291.09s ->  1299.33s] a mean and a variance. This will dictate the location that is the center of the normal or gaussian distribution
[ 1299.89s ->  1304.61s] and the spread. You can see a couple of different normal distributions here.
[ 1305.49s ->  1311.97s] We have this purple distribution that's a special kind. It has a mean of zero and a variance of one.
[ 1311.97s ->  1316.85s] Then we have this yellow distribution with a different mean and variance and this green one
[ 1316.85s ->  1323.89s] with another different mean and variance. And what you're going to observe here on this slider
[ 1323.89s ->  1330.05s] is the normal distribution with different parameterizations will have different likelihoods
[ 1330.05s ->  1336.69s] of observing or different probabilities of observing certain outcomes. So if I was to integrate up to,
[ 1336.69s ->  1343.57s] let's say one, for this green distribution here, it's far more likely to observe occurrences in this
[ 1343.57s ->  1349.65s] green distribution than it is for this orange distribution. Essentially what I'm saying is
[ 1349.65s ->  1356.45s] everything that I showed you here with the standard normal distribution, a mean of zero and a variance of one,
[ 1356.45s ->  1362.93s] will hold for every shape of the normal distribution. So regardless of its parameterization,
[ 1362.93s ->  1371.41s] regardless of its mean and variance, we can integrate to find probabilities. We can compute
[ 1371.41s ->  1378.13s] relative likelihoods. That is very useful but this is no different from any other random variable we
[ 1378.13s ->  1386.21s] could just define and calibrate. We can do this for a Poisson distribution just like we did above. We can
[ 1386.21s ->  1392.29s] find probabilities and relative likelihoods here. We can do this for a geometric random variable, a Bernoulli,
[ 1392.29s ->  1400.37s] a binomial, a uniform, exponential. Why do we care about the normal or the Gaussian distribution?
[ 1401.01s ->  1410.05s] Well, this is quite literally our bridge between statistics and probabilities. In other words,
[ 1410.05s ->  1421.49s] the central limit theorem shows that the distribution of sample means is normal or Gaussian. We are not
[ 1421.49s ->  1430.85s] proxying the data-generating distribution. In this case, we know for certain that the distribution that
[ 1430.85s ->  1439.09s] generates the value for the empirical sample mean that we observe, that is, for example, this red line
[ 1439.09s ->  1449.49s] here or any of these pink bars, we know for certain come from a normal or Gaussian distribution.
[ 1450.05s ->  1459.09s] And that is a crazy result. Let's take a look at a rough outline of the proof and see exactly why
[ 1459.09s ->  1464.13s] this is the case. The full proof is certainly beyond the scope of this video. I would be happy to create
[ 1464.13s ->  1469.57s] one on this topic. If there's interest, just let me know in the comments below. In any case, I want to
[ 1469.57s ->  1475.09s] give you a rough idea of what this proof looks like using the characteristic function so you know we're not
[ 1475.09s ->  1481.73s] just pulling this result out of thin air. Let's get to this rough proof. What I have here is the sample
[ 1481.73s ->  1487.73s] mean. This is actually the standardized sample mean. I'm subtracting out the population mean.
[ 1487.73s ->  1494.45s] I'm dividing by the standard deviation scaled by the square root of the sample size. And this is
[ 1494.45s ->  1501.81s] defined as Z sub n. This is our standardized sample mean. What we're going to do is we're going to apply
[ 1501.81s ->  1508.13s] the characteristic function and this nice rule that leads us to using the sum of independent random
[ 1508.13s ->  1514.37s] variables as the product of their characteristic functions. And that is effectively what we're
[ 1514.37s ->  1521.01s] applying here. That's how we get to this step in the equation. We're then going to substitute in
[ 1521.01s ->  1528.93s] a Taylor series expansion and we will get to now this step. If we apply the limit as the sample size
[ 1528.93s ->  1538.45s] approaches infinity, we get e to the negative t squared over 2. That is the characteristic function
[ 1538.45s ->  1545.92s] of this standardized sample mean. Okay, well, what do we know about characteristic functions? Well, they
[ 1545.92s ->  1556.07s] uniquely define our random variable. Where have we seen this before? Well, we looked at a normal or
[ 1556.07s ->  1564.15s] Gaussian characteristic function above when we defined it and we see what? This is e to the i mu t minus
[ 1564.15s ->  1575.11s] one half sigma squared t squared. But this is standardized. So the mean is zero and the variance is one,
[ 1575.11s ->  1590.63s] which means if I substitute those values in for mu and sigma, I will get one squared, which is just one.
[ 1590.63s ->  1598.23s] So I'll remove sigma altogether. Then I plug in zero for mu. That removes the first term. What am I left
[ 1598.23s ->  1606.88s] with? The characteristic function of a standard normal random variable is just e to the negative t squared over
[ 1606.88s ->  1620.32s] two. That is exactly what we get there. So this is a rough proof of the central limit theorem.
[ 1620.32s ->  1627.60s] And this is actually going to hold by the Levy continuity theorem. Effectively, convergence of a
[ 1627.60s ->  1633.28s] characteristic function at t equals zero implies distribution convergence. In other words, this sample
[ 1633.28s ->  1639.92s] mean is then going to converge to that standard normal distribution as n approaches infinity. And again,
[ 1639.92s ->  1645.36s] this is regardless of the population distribution. So what we've done here is we've just shown
[ 1645.36s ->  1651.60s] that the distribution of our standardized sample mean is going to be standard normal. If it wasn't
[ 1651.60s ->  1657.12s] standardized, we would just add the mean and scale by the standard deviation to get the appropriate
[ 1657.12s ->  1664.80s] variance. And that is an incredibly cool result. Let's take a look at an example of this in action.
[ 1664.80s ->  1670.24s] What I'm going to do is I'm going to look at the empirical Poisson means, and I'm going to plot it
[ 1670.24s ->  1676.80s] against a normal distribution. And what you're going to see here is as I continue to sample from the
[ 1676.80s ->  1683.84s] Poisson distribution, I take the average, I add it to the histogram. I'll do that a very large number of times.
[ 1683.84s ->  1692.24s] It's no coincidence. It's not by accident. You're seeing the histogram converge to a normal, a Gaussian
[ 1692.24s ->  1700.96s] distribution that is ensured by the central limit theorem. This is given by a Poisson random variable.
[ 1700.96s ->  1708.00s] It could be Bernoulli binomial. It doesn't matter what the population or data generating distribution is.
[ 1708.56s ->  1716.80s] All of these sample means will converge to this normal or Gaussian distribution. A key component of
[ 1716.80s ->  1724.80s] this result is that more samples lead to more confidence and eventually convergence to the
[ 1724.80s ->  1732.72s] population mean, which is exactly what the law of large numbers implies. So if we take a look here,
[ 1732.72s ->  1736.72s] what we're doing is we're computing the variance of the sample mean.
[ 1736.72s ->  1742.48s] So we know the sample mean is a random variable. We know it follows a normal distribution, but
[ 1742.48s ->  1749.20s] the variance is going to be dictated by the sample size. As the sample size increases,
[ 1749.20s ->  1756.24s] right, n is in the denominator. If we increase the denominator, then the overall quantity gets smaller.
[ 1756.24s ->  1763.52s] So as the sample size increases, what happens to variance? Well, variance starts to tighten up.
[ 1763.52s ->  1770.32s] And that's exactly what we see here in this animation. As n increases, the variance becomes
[ 1770.32s ->  1777.20s] tighter in that distribution. So effectively, what are we saying? Well, the more samples that we have,
[ 1777.20s ->  1785.68s] the more confident we are in the observed sample mean that it will be in fact closer to the population
[ 1785.68s ->  1791.84s] mean. And it doesn't stop there. Effectively, we've unlocked an entire suite of tools that we can apply to the
[ 1791.84s ->  1798.56s] statistics that we observe to assess something about the population or data generating distribution that
[ 1798.56s ->  1807.54s] we know is normal. And this goes back to our key questions. If statistics themselves are random
[ 1807.54s ->  1812.10s] variables, right? Our sample mean is a random variable. What distribution do they follow? Well,
[ 1812.10s ->  1816.90s] the sample mean by the central limit theorem is going to follow a normal or Gaussian distribution.
[ 1817.70s ->  1823.46s] And what about the other key question? Is there a way to determine if the statistics we observe,
[ 1823.46s ->  1830.42s] that is, remember, they are a function of our specific sample, do these deviate significantly
[ 1830.42s ->  1839.22s] from a population statistic? So for example, we may be interested in returns. Is the sample mean return
[ 1839.22s ->  1847.30s] what? Greater than zero or less than zero? We can now assess the probability of the data generating
[ 1847.30s ->  1858.79s] distribution having a mean of zero or if there is a positive skew. That is effectively helping us bridge
[ 1858.79s ->  1866.39s] the gap between statistics and probabilities. I have now an example for you here where we don't have a
[ 1866.39s ->  1873.67s] theoretical or population data generating distribution. Instead, I'm observing stock
[ 1873.67s ->  1881.11s] returns. And I'm going to take the sample mean. We know that sample mean follows a normal distribution.
[ 1881.11s ->  1886.55s] And that's what I have on the right here. This yellow line, this yellow vertical line represents what?
[ 1886.55s ->  1893.51s] The mean stock return. We can see that there is what? It's slightly positive. And this is going to be
[ 1893.51s ->  1898.87s] a normal distribution that we calibrate to that mean return. What I want you to notice here is what
[ 1898.87s ->  1908.74s] happens if I shift the distribution. Does the likelihood of observing the mean return increase
[ 1908.74s ->  1917.12s] or decrease as I shift the distribution to the right or left? Well, clearly the likelihood of observing
[ 1917.12s ->  1925.28s] this mean return is maximized in the center where there's the most mass available. This brings us back to
[ 1925.84s ->  1931.20s] what we talked about when we introduced the idea of a normal distribution, right? We're assessing
[ 1931.20s ->  1939.20s] relative likelihoods. In other words, we know for certain now that the population or data generating
[ 1939.20s ->  1947.36s] distribution for this sample mean that we observe is normal, which means what? The distribution that
[ 1947.36s ->  1953.44s] maximizes the likelihood of observing it is the one that has the sample mean returned in the center.
[ 1954.00s ->  1961.52s] This is the idea of maximum likelihood estimation. We're maximizing the likelihood of observing this
[ 1961.52s ->  1968.40s] specific value. And that is how we can parameterize our normal distribution. Sure, there are other
[ 1968.40s ->  1975.76s] approaches, moment matching approaches, so on and so forth. But this is one way to go about generating now
[ 1976.24s ->  1982.88s] probabilities. Now I have a normal distribution. Effectively, we've already observed this mean return. We know
[ 1982.88s ->  1990.40s] the population distribution is normal. What distribution maximizes the likelihood of observing that mean
[ 1990.40s ->  1997.04s] value? Well, that's going to be the one that has a mean centered at the return that we've observed. And
[ 1997.04s ->  2004.32s] that's exactly what we see here. That is how we can then parameterize the normal distribution. And once we
[ 2004.32s ->  2010.64s] parameterize it, we can find probabilities. That's exactly what I showed you here. If we integrate,
[ 2010.64s ->  2018.64s] we can get the likelihood and probabilities of different states of the world. Now, there are some
[ 2018.64s ->  2026.24s] important considerations and limitations, right? When we model the population distribution, yes,
[ 2026.24s ->  2032.80s] we know it's normal, but we don't know the actual mean and variance of that distribution. It could
[ 2033.52s ->  2041.68s] be over here. It could be over here. It could be flatter. It could be sharper. We have no idea what
[ 2041.68s ->  2049.36s] that looks like still. All we're doing is assessing the likelihood of observing this sample mean value
[ 2049.92s ->  2056.40s] based on different population distribution. So clearly, if I shifted this purple distribution
[ 2056.40s ->  2063.12s] all the way out to maybe 20, right, the likelihood of observing this point here is zero, right? We're not
[ 2063.12s ->  2068.64s] going to really see that as an observation. So yeah, the distribution is most likely centered somewhere around
[ 2068.64s ->  2076.00s] here. But the catch here is that it's going to change over time. So if we apply the central limit theorem to
[ 2076.00s ->  2082.56s] something like a fixed distribution, like the Poisson distribution example here, it's going to converge. And this
[ 2082.56s ->  2088.24s] normal distribution is going to perfectly represent the distribution of sample means, all probabilities,
[ 2088.24s ->  2095.68s] statistics, so on and so forth will converge. But with something like stock returns, it's going to
[ 2095.68s ->  2101.28s] constantly change over time. And that is a key consideration here, we can apply the central limit
[ 2101.28s ->  2106.16s] theorem. And we're going to look at some examples on stock returns and a trading signal in a moment. But we
[ 2106.16s ->  2111.20s] can still apply the central limit theorem. But we're going to have to change the interpretation because
[ 2111.20s ->  2119.76s] there is a time variant nature to this distribution that generates the sample mean return. This is
[ 2119.76s ->  2126.48s] something that we didn't have when we had a fixed population distribution. All right. So with the
[ 2126.48s ->  2132.24s] central limit theorem, we do unlock a whole bunch of tools, parameter calibration, we can go from
[ 2132.24s ->  2139.28s] statistics to probabilities, we can apply confidence intervals, hypothesis testing, so on and so forth.
[ 2140.00s ->  2145.52s] But as I said above, there are some important considerations when we now move on to the real
[ 2145.52s ->  2150.80s] world. So we understand the central limit theorem, we understand that random variables follow a normal
[ 2150.80s ->  2156.72s] or Gaussian distribution, we can bridge the gap between statistics and probabilities. Let's leave the
[ 2156.72s ->  2165.76s] classroom and apply this now to stock returns and a trading signal. What we're going to do here is we are
[ 2165.76s ->  2175.20s] going to observe sample mean returns of Nvidia over disjoint 90 day blocks. So I'm going to observe 90 days,
[ 2175.20s ->  2181.12s] take the mean that is going to be a return, I'm going to do this for another 90 days, another 90 days,
[ 2181.12s ->  2186.72s] so on and so forth. This is very similar to what I did at the start of this video, where I talked about
[ 2186.72s ->  2193.84s] recording the number of trades in 100 millisecond blocks. Now I know that the distribution of sample
[ 2193.84s ->  2202.24s] means is going to be normal or Gaussian, or so I think. So what I'm going to do here is, I am going
[ 2202.24s ->  2209.20s] to observe what? The Nvidia stock returns and I'll parameterize a normal distribution to maximize
[ 2209.20s ->  2214.96s] the likelihood of observing the block means. And what do I find? Well, if I compute the mean of the
