[    0.00s ->     4.82s] Credit spreads has been my go-to strategy that allowed me to compound my wealth while I was
[  122.07s ->   129.45s] months, I'm actually up around $43,000. So just for context, in two months, I'm up $43,000 soon to be
[  129.45s ->   133.83s] close to $50,000 because I have three spreads that are almost all decayed out planning to roll them
[  133.83s ->   140.95s] very, very soon, which means that my actual performance over this last two months is close
[  140.95s ->   147.30s] to 100%, which means I doubled my money in slightly more than two months. You'll see some metrics here
[  147.30s ->   153.60s] that I use to track my trades. We will come back at a later part of this video to review some of these
[  153.60s ->   157.46s] metrics so you guys can understand why these are important. If you trade credit spreads well,
[  158.02s ->   162.50s] if you just follow a very simple strategy that we'll go through in this video in detail,
[  162.50s ->   169.82s] understand your risks, and more importantly, how to minimize that risk, credit spreads really is
[  169.82s ->   176.20s] a great tool to compound your earnings while you're working a nine-to-five. This video will be very
[  176.20s ->   181.52s] comprehensive, so you may need to revisit this video many, many times. If you ever need to skip to a
[  181.52s ->   188.89s] section or refer back to something, click on the chapter selection tool below. All right, let's get started.
[  188.89s ->   194.79s] So what are credit spreads? Credit spreads is a defined loss and profit option strategy that
[  194.79s ->   200.59s] involves simultaneously selling and buying an option on the same stock that expire at the same
[  200.59s ->   206.07s] time. There are two main types of credit spreads, put credit spreads and call credit spreads. Generally
[  206.07s ->   210.45s] speaking, a put credit spread means you think that the stock is going to go up and call credit spreads
[  210.45s ->   213.73s] means you think the stock is going to go down. Don't worry, if that sounds a little complicated,
[  213.73s ->   218.35s] we're going to go through a couple examples to really hone in the basics of what credit spreads
[  218.35s ->   223.41s] are, and we're going to focus mainly on the put credit spread first because that's going to be the
[  223.41s ->   227.93s] more widely used instrument, and then we'll come back to the call credit spread and also explain that
[  227.93s ->   232.17s] briefly, but that'll be later on in the video. All credit spreads have three main parts, right? You
[  232.17s ->   237.73s] have this underlying stock, you have the strike price, and you have days to expiration. So let's first
[  237.73s ->   241.61s] take a look at put credit spreads by heading over to our trading platform. I'm using IBKR, but you can
[  241.61s ->   247.27s] use Robinhood, Webull, Fidelity, Charles Schwab. They're all the same. And we're going to choose
[  247.27s ->   252.51s] a stock first. For this demonstration, we're going to use Microsoft, and it's currently sitting at $510
[  252.51s ->   258.51s] at market post today. Next, we're going to go over to the option chain. This option chain will look the
[  258.51s ->   263.65s] same regardless of what brokerage or what platform you're on, and it will tell you all the same
[  263.65s ->   269.47s] information. It'll tell you the days to expiration, how long before these options expire, as well as the
[  269.47s ->   276.90s] calls and the puts, as well as the strike price. Now, for us, we're going to choose a day to expiration
[  276.90s ->   283.12s] first. You can choose any of these, right? These extend pretty far out, but again, for simplicity's
[  283.12s ->   289.22s] sake, we'll choose 13 days. And then we want to start setting up our put credit spread. When we're
[  289.22s ->   296.10s] selling a put credit spread, we are selling a put first that is below the current stock price of $510,
[  296.10s ->   302.88s] and then we will be buying an option right below the one that we just sold. So in this case,
[  303.32s ->   308.36s] because Microsoft's at $510, we'll sell our put option below that. So we'll be around $505.
[  308.96s ->   317.40s] When we sell the $505, we will be collecting close to $455. Now we have to then buy the long leg
[  317.40s ->   324.46s] another put. So we'll buy it below $505, which is $500. Now when we're buying an option,
[  324.46s ->   331.41s] we will be spending money. And we'll be spending close to around $320 for this one option,
[  331.85s ->   338.53s] which means that we'll net out around $120 of credit. And the reason that we are collecting
[  338.53s ->   344.67s] money is because we are selling an option that is closer to $510, and we're buying an option that is
[  344.67s ->   351.21s] further away from $510. So we'll be collecting more money because $505 is closer to $510,
[  351.21s ->   357.23s] and we'll be spending less money on buying an option at $500 because it's further away from $510.
[  357.71s ->   361.87s] After all that, we'll collect around $120 that will show up in our brokerage account
[  361.87s ->   364.51s] immediately after we open up this credit spread.
[  365.32s ->   369.26s] I want to focus your attention to this one thing here too. This is what we call a bid-ask spread.
[  370.14s ->   373.52s] The bid is basically the maximum amount of money that you can maybe get.
[  373.88s ->   379.24s] Highly unlikely you'll get $150 here. The ask is the minimum you'll get, the least you'll get,
[  379.24s ->   385.56s] so $120. Usually speaking, you'll get somewhere around the mid-price, so $138 is the logical or the
[  385.56s ->   391.20s] most reasonable number you'll see. But for demonstration purposes, we'll get the most
[  391.20s ->   397.17s] conservative number, which is $120 in this example. Again, just to reiterate, the moment you open up
[  397.17s ->   402.37s] this trade, you'll collect $120 in your brokerage account for you to use immediately afterwards.
[  403.73s ->   409.93s] So now that we opened up our first put credit spread, let's understand how we win and how we lose.
[  409.93s ->   417.93s] There are three main outcomes for credit spreads. The best case scenario is if Microsoft stays above
[  417.93s ->   424.39s] our $505 strike price. So in this case, if it stays above $510. What happens to both of these options
[  424.39s ->   431.56s] is that they will both expire worthless after 13 days. That means they both go to zero.
[  431.90s ->   437.12s] And we'll make our max profit of $120. Now, we're going to take a step back here.
[  437.12s ->   443.40s] We're going to understand why both options, the short leg and the long leg, both are worthless
[  443.40s ->   448.90s] by first understanding what it actually means to sell an option and buy an option.
[  449.12s ->   454.64s] When we buy a put, what that means is the buyer of that option has the right but not the obligation
[  454.64s ->   460.12s] to sell a stock at a given strike price on or before the expiration date. When we sell a put,
[  460.12s ->   466.72s] the seller has then the same obligation to buy those shares at the same given strike price on
[  466.72s ->   473.94s] or before the expiration date. So when we bought the $500 put, we have the right to sell our stock
[  473.94s ->   484.04s] at $500. But Microsoft is at $510. So why would I want to sell my stock at $500 when I can go on the
[  484.04s ->   490.64s] open market at that moment and sell it for $510? Making less, I would actually be better off not
[  490.64s ->   501.16s] selling it at $500. And this is why those options are worth $0. The same logic applies. For the sold
[  501.16s ->   508.34s] put at $505, I would have the obligation to buy 100 shares of Microsoft at $505. But why would someone
[  508.34s ->   514.84s] sell me 100 shares of Microsoft at $505 when they can sell it at $510? That $505 put option that we
[  514.84s ->   524.78s] sold is also worthless and therefore it is also worth $0. So what we see is when both options expire
[  524.78s ->   533.02s] out of the money, which means they are above our $505 strike price, above both legs, we make our max
[  533.02s ->   540.32s] profit, which is going to be the credit that we collected, in this case $120. Now let's examine
[  540.32s ->   545.52s] the second scenario, which is the worst case scenario, when both options expire in the money,
[  545.96s ->   553.36s] which means that the stock price is below $500, our long leg. Because the stock price is now worth
[  553.36s ->   561.52s] below $500, for example, let's say $495. As the buyer of the $500 put option, I now have the right
[  561.52s ->   570.80s] to sell 100 shares of Microsoft at $500. Therefore, I will go ahead and sell those shares at $500.
[  571.26s ->   579.90s] At the same time, the $505 put, we will be forced to buy 100 shares at $505 because someone sold it to
[  579.90s ->   586.82s] us at $505, which means that we will be spending $50,500 acquiring 100 shares of Microsoft shares at
[  586.82s ->   594.62s] $505 a share. At the same time, we will be selling those same shares at $500 a share, which means that
[  594.62s ->   604.12s] we will end up losing $500 on this one transaction. We're selling at $500, we bought it at $505. But
[  604.12s ->   611.18s] before expiration, we also collected $120, right? So the final P&L for this one credit spread,
[  611.18s ->   618.76s] if it were to go in the money, will be $500 minus $120, which means that we will be losing $380. And this
[  618.76s ->   624.52s] is the worst case scenario. So our max loss will be $380. And let's talk about the third one. And this is the
[  624.52s ->   628.92s] one that probably won't happen as often. And we will actually talk a little bit more about how to avoid
[  628.92s ->   635.86s] this scenario. But there are certain times where the stock price goes in between your two strike prices. So for
[  635.86s ->   644.62s] example, in this case, $503. If Microsoft were to be at $503, my 500 put option would be worthless, right? We've been
[  644.62s ->   653.86s] over this, worth $0. But the $505 put option that we sold would be worth some money. At expiration, we would
[  653.86s ->   664.38s] probably buy 100 shares of Microsoft at $505 a share, right? Again, we'll send $50,500 to buy those 100 shares. But
[  664.38s ->   673.42s] because now we own 100 shares, we can then sell it that same time at $503 a share, meaning that we
[  673.42s ->   681.84s] will make back $50,300. So after all that, we'll lose $200 on that transaction. Again, remember, we
[  681.84s ->   689.70s] collected $100 to begin with, which means that after all that, we'll net out a loss of $80. When it's in
[  689.70s ->   696.08s] between our legs, again, it is directly related to how far in the money it is to our short leg, our
[  696.08s ->   701.20s] sold put. At the end of the day, our P&L will look something like this, where we make the max profit
[  701.20s ->   709.20s] when it's above our short leg. We will make the max loss when it's below our long leg. The break-even
[  709.20s ->   719.10s] point will be our short leg subtracted by our total credit collected. In this scenario, we'll be $503.80.
[  719.10s ->   724.78s] Anything above that will make money. Anything below that will lose money. Okay, so this is how
[  724.78s ->   729.74s] the put credit spread scenario pans out. Again, I'll pause right here. If you guys have any questions,
[  729.88s ->   733.40s] let me know down in the comment section below, and I'll do my best to clarify even further.
[  733.96s ->   737.64s] Now, let's move on to the call credit spread side, and that will be exactly the same,
[  738.12s ->   743.40s] only flip to the other side. So we're going to head back to Microsoft's option chain, and we'll do the
[  743.40s ->   747.98s] exact same thing. So instead of selling it below our strike price, now because we're selling a call
[  747.98s ->   756.54s] credit spread, we want to sell it above our stock price. So for example, we'll sell a 515 call option,
[  756.64s ->   761.64s] and again, we'll be collecting money around $625. So in this case, then we want to buy another option
[  761.64s ->   769.16s] above the one that we just sold. So let's do 520. Again, because we're selling an option closer to our
[  769.16s ->   775.24s] stock price, closer to the money, we will be collecting more money, right? $625, and then we
[  775.24s ->   780.94s] will be spending some money, a little bit less, to buy an option. This call option is now what we
[  780.94s ->   787.65s] will call a protection leg, as you can see from the put credit spread example. The 520 call option,
[  787.77s ->   794.29s] we will spend around $420 to buy it, and in this case, we'll net out around $190 of credit
[  794.29s ->   801.24s] for a 515, 520 call credit spread. Let's do the same exercise. We will take a look at the three
[  801.24s ->   805.46s] scenarios. One is both out of the money, both in the money, and only one leg in the money.
[  806.16s ->   812.22s] So in this case, Microsoft, let's assume that it stays at $510, right? Now they're both out of the
[  812.22s ->   820.28s] money because it's below our 515 strike price. If it's below 515, both options are worthless. Again,
[  820.28s ->   827.06s] let's go back to the definition of what it means to sell a call and buy a call. So when we buy a call
[  827.06s ->   833.94s] option, the buyer of that option has the right, but not the obligation, to buy 100 shares of that
[  833.94s ->   840.54s] stock at the specified strike price on or before the expiration date. Now when we're selling a call
[  840.54s ->   846.92s] option is the inverse. We have that same obligation then to sell 100 shares of that option at that
[  846.92s ->   854.42s] designated strike price. If Microsoft is at $510 and my strike price is at $520 as the buyer of an
[  854.42s ->   862.82s] option, there is no reason why I would want to buy 100 shares of Microsoft at $520 when I can go out
[  862.82s ->   870.78s] and buy it at $510, right? I would be spending less money not going through with my option. Therefore,
[  870.78s ->   876.82s] that's why the bought option is worthless. The same exact logic applies to the $515 put option that we
[  876.82s ->   883.52s] sold. There's no reason why anyone would want to buy 100 shares of Microsoft from us at $515 when they
[  883.52s ->   889.08s] can go out and buy it at $510. Again, that's why that option is worthless. So in this case, same thing
[  889.08s ->   894.18s] as the put credit spread, because they're both out of the money, we would take our max profit, which is
[  894.18s ->   899.72s] the credit that we collected when we opened up this credit spread, which would be $190. Now let's examine
[  899.72s ->   905.20s] the second scenario, which is where they're both in the money. So they're both in the money when the
[  905.20s ->   912.50s] stock price goes past both of our strikes. So it goes past our short leg and our long leg. So in this
[  912.50s ->   917.06s] case, let's assume that Microsoft goes to $550. So we would have to buy 100 shares of Microsoft
[  917.06s ->   927.46s] at $520, spending $52,000 to buy 100 shares. But then our sold call, we can then sell that 100
[  927.46s ->   935.98s] shares at $515 a share, which means that we will make back $51,500. It nets out to a loss of $500.
[  936.46s ->   941.08s] What you see here, same thing with the put credit spread, is that it will be the difference between
[  941.08s ->   946.84s] our legs, which would be $520 minus $515 times 100 shares. Therefore, the loss here will be $500.
[  947.42s ->   954.92s] Again, we collected $190 initially upfront, which means that we would only end up losing $310
[  954.92s ->   961.96s] if both options are in the money. This is again, our worst case scenario. Let's talk about scenario
[  961.96s ->   966.42s] number three then, when it's in the money. In this case, let's assume that Microsoft is just slightly
[  966.42s ->   974.52s] in the money. $516 is the final strike price. The $520 call option that we bought will expire out of
[  974.52s ->   980.30s] the money, like we talked about earlier. The $515 strike price that we sold, we would be in the money.
[  980.30s ->   985.02s] So what would happen here is we would have the obligation, right, to sell 100 shares, but we
[  985.02s ->   991.02s] don't have those shares. So what we do is we go on to the open market, we'll buy 100 shares at $516 a
[  991.02s ->   998.78s] share, which means we'll spend $51,600. And then we would then sell those shares immediately afterwards
[  998.78s ->  1007.88s] at $515 a share, getting back $51,500. Netting out, again, $100. So very easy way to remember it is
[ 1007.88s ->  1013.64s] just remember your stock price minus your strike price, which is $515 times 100 shares, there'll be
[ 1013.64s ->  1022.86s] $100. Now, because we collected $190 initially, we actually ended up making $90 on this trade.
[ 1022.86s ->  1033.82s] And that is because our break-even price is going to be $515 plus $1.90, which would be $516.90.
[ 1034.28s ->  1041.48s] Anything below $516.90, like in this case, $516, will end up making money. Anything above $516.90,
[ 1041.78s ->  1048.82s] like $519, will end up losing money. That $516.90 is our break-even point. So you can see from the
[ 1048.82s ->  1058.10s] chart that anything below our short leg, $515, is going to be our max profit. Anything above $520,
[ 1058.16s ->  1063.92s] which is our protection leg, will be our max loss. And anything below our break-even point will make
[ 1063.92s ->  1068.00s] money. And anything above our break-even point will lose money. So just to reiterate,
[ 1068.78s ->  1074.26s] on the put credit spread and call credit spread, we sell an option closer to the money, and then we
[ 1074.26s ->  1080.02s] buy an option further away from money, which we'll call the long leg. That long leg is our protection
[ 1080.02s ->  1084.58s] leg. And that's the difference between selling a naked put versus a credit spread, because that
[ 1084.58s ->  1091.66s] bought option, that long option, will allow us to minimize our risk to whatever that width is.
[ 1092.52s ->  1096.30s] Again, if you guys have any questions, let me down in the comment section below. But we still have
[ 1096.30s ->  1100.82s] more to talk about, so let's get to it. So now that we know how to put and call credit spread works,
[ 1100.82s ->  1107.78s] let's take a look at how pricing changes as the underlying stock moves up or down. We're only
[ 1107.78s ->  1112.18s] going to do a put credit spread example here, but you can imagine on the call side, it's going to be
[ 1112.18s ->  1117.74s] exactly the same thing, only flipped to the other side. So I want to take one of my actual trades that
[ 1117.74s ->  1122.22s] I traded earlier this year to demonstrate this principle. So earlier this year, we sold a $400,
[ 1122.40s ->  1128.92s] $395 put credit spread on Microsoft, 31 days out, and collected a total of $132 of total credit.
[ 1128.92s ->  1135.38s] So during this time, Microsoft started at $421 and got to a low of $394, but it ended up out of
[ 1135.38s ->  1142.46s] the money at $414. That as the stock dips around August 5th, our credit spread pricing peaked around
[ 1142.46s ->  1152.02s] $250. Our P&L at that point in time will be negative $100 because we collected $130, but the credit
[ 1152.02s ->  1157.78s] spread was worth $230. I think it's a little important for us to understand why at this very
[ 1157.78s ->  1163.50s] moment, the credit spread isn't worth $500, even though both legs are in the money because there's
[ 1163.50s ->  1169.50s] still 25 days left. So Microsoft still has a chance to be out of the money before expiration.
[ 1169.78s ->  1177.08s] And as you can see, as soon as Microsoft rebounds and goes above $400, the profit on this credit
[ 1177.08s ->  1183.50s] spread trade turned positive. And this is because of the concept called theta decay. Theta is how much
[ 1183.50s ->  1189.32s] a contract decays or loses value each and every day, which means that the options contracts that
[ 1189.32s ->  1194.68s] we sold and bought will be worth less and less each and every day. And then we as option sellers,
[ 1194.68s ->  1198.86s] because credit spread is an option selling strategy, we'll end up making money as these options become
[ 1198.86s ->  1204.66s] more and more worthless. After Microsoft recovered and went above both legs, the rest of the trade is
[ 1204.66s ->  1210.33s] relatively uneventful with Microsoft ending at $414, which means that Microsoft doesn't even have to go
[ 1210.33s ->  1216.69s] up and we can still make max profit. In this case, still return 36% a month. And this is exactly why
[ 1216.69s ->  1221.07s] credit spreads are great for small accounts because you actually don't need that much money to run the
[ 1221.07s ->  1225.61s] strategy and why it's great for people with full-time jobs or working professionals because it's actually
[ 1225.61s ->  1231.11s] pretty hands-off and can be pretty passive. So now that we examined a winning trade, now let's look
[ 1231.11s ->  1235.31s] at a losing trade because we're not going to win every single trade that we take. So we're going to use
[ 1235.31s ->  1240.69s] the same timeframe for Microsoft, but instead of selling it at $400 and $395, we're going to be
[ 1240.69s ->  1248.13s] selling it basically at the money at $420, $415. Microsoft again was at $421. With this increased
[ 1248.13s ->  1253.77s] risk, because we're closer to the money, we collected $225 of spread. And as you can see again,
[ 1253.83s ->  1258.95s] Microsoft dipped all the way down to $414 on August 5th. And at that point, our spreads are worth
[ 1258.95s ->  1265.35s] actually $410, a lot more than our previous example. And the reason for that is because
[ 1265.35s ->  1272.03s] $394 is really in the money. Our bottom leg is at $415. And the market is pricing in that it's going
[ 1272.03s ->  1277.67s] to be a lot harder for Microsoft to get back above $420. Then you can see Microsoft recovered,
[ 1277.97s ->  1283.29s] ended up at $414, which means that it is in the money on both our sold leg and our bought leg.
[ 1283.29s ->  1290.25s] And then we will then be forced to take the max loss of $275, which would be $500 minus $225.
[ 1291.05s ->  1297.39s] The beauty here is that your losses are defined, right? You're only risking $275, our max loss,
[ 1297.49s ->  1304.09s] to make $225, which is our max profit. I'm going to compare a credit spread to selling a single put.
[ 1304.37s ->  1312.07s] So here we have an AMD and we sold a $200, $195 put credit spread basically right at the money.
[ 1312.07s ->  1317.63s] At the same time, we also sold a $200 put unprotected. So for the $200, $195 credit spread,
[ 1317.71s ->  1325.59s] we collected $230. For the unprotected put, we collected $1,170. But as you can see, AMD fell
[ 1325.59s ->  1333.45s] all the way down to $163. For our credit spread, we are limited by our max loss, no matter what the
[ 1333.45s ->  1340.87s] price point of AMD is. AMD can be $195, it could be $163. We are going to lose $270. And we'll talk a
[ 1340.87s ->  1344.47s] little bit more about this later on, but this is one of the benefits to selling credit spreads
[ 1344.47s ->  1350.01s] because your losses are defined, as we said earlier on in this video. For the unprotected put,
[ 1350.43s ->  1356.37s] we'll end up losing more and more and more money the further AMD falls in the money. And so when it
[ 1356.37s ->  1367.59s] gets to expiration at $163, that unprotected put will end up losing us $2,492. So if AMD were to
[ 1367.59s ->  1373.89s] continue to go down, for example, maybe to $153, then we'll lose another $1,000, which means we'll
[ 1373.89s ->  1380.59s] end up losing $3,492. So let's just compare apples to apples, right? Let's sell five credit spreads to
[ 1380.59s ->  1387.13s] match the same amount of credit we would receive from selling that $1,200 unprotected put. Even if
[ 1387.13s ->  1392.39s] we were to sell five credit spreads and end up taking the max loss, we would still end up only losing
[ 1392.39s ->  1401.85s] $1,350, which is still more than $1,000 less than if you were to sell that one standalone put.
[ 1402.05s ->  1407.97s] Again, I want to really reiterate this point. The beauty of credit spreads is because we are buying
[ 1407.97s ->  1414.25s] that extra leg as protection, our losses are always going to be defined, which makes it really easy for
[ 1414.25s ->  1420.95s] us to understand our risk to reward. So let's move on to a beginner strategy on how to open up and trade
[ 1420.95s ->  1424.71s] credit spreads. So credit spreads have four variables that we need to learn about. First
[ 1424.71s ->  1431.83s] one is days to expiration. Second one is the strike price that we sell it at. Third is the width between
[ 1431.83s ->  1437.73s] our two strike prices. And the fourth one is the underlying stock that we're selling our credit
[ 1437.73s ->  1442.89s] spreads on. So let's now focus first on time to expiration. How many days out we want to sell our
[ 1442.89s ->  1449.85s] credit spreads for? Here we charted out Tesla's $270, $265 put credit spread, the price point at
[ 1449.85s ->  1455.91s] different days to expiry. So the one that is at 70 days out is going to be worth around $160.
[ 1456.91s ->  1463.61s] The same credit spread, but with 10 days left to expiry will be around $50. The more time there is on
[ 1463.61s ->  1469.83s] the spreads, the more credit we can collect because those options are going to be worth more. What I would
[ 1469.83s ->  1476.02s] actually want you to focus on is actually focus on the curve. Do you see how the curve starts
[ 1476.02s ->  1482.46s] accelerating downwards around 30 to 40 days to expiry? While before 40, the value of that contract
[ 1482.46s ->  1489.44s] actually doesn't change too much. It goes from $160 to maybe $130. Only lost $40. But in a span of 10
[ 1489.44s ->  1494.14s] days, it goes from like $130 all the way down to $100. So it's actually lost the same amount of value
[ 1494.14s ->  1499.52s] in less time. And this is the perfect example to demonstrate what we call theta decay and how it speeds
[ 1499.52s ->  1505.32s] up as it enters into the 30 to 45 day zone. And then it really accelerates when it gets to around
[ 1505.32s ->  1510.50s] two weeks left. So what we want to do here, and the lesson and takeaway here, is that we want to
[ 1510.50s ->  1515.26s] sell credit spreads around 30 to 40 days out to take advantage of this acceleration in theta decay.
[ 1515.60s ->  1521.44s] Anything further out beyond 45 days, thinking 65 or 70 days, quote unquote be wasting time because
[ 1521.44s ->  1526.38s] the value of those contracts are not decaying out as fast as it could be if we sold a little bit
[ 1526.38s ->  1532.48s] closer to expiration. So I'll give you an example. 29 days left to expiry, Tesla is worth $115.
[ 1533.74s ->  1539.76s] At 71 days to expiry, that Tesla credit spread is actually worth $167. So I would rather sell two
[ 1539.76s ->  1545.94s] 29 days to expiry credit spreads than to sell 171 day to expiry because I would collect 230 if I sold
[ 1545.94s ->  1553.22s] two 29 days to expiry as opposed to selling 171 days to expiry for 167. So going forward, especially for
[ 1553.22s ->  1559.00s] this beginner strategy, we are going to be selling around 30 days to expiration credit spreads because
[ 1559.00s ->  1566.86s] that is where we are optimizing data decay. So now let's move on to the next variable, which is the
[ 1566.86s ->  1572.10s] strike price. Closer that our credit spreads are to the actual stock price, the more money that we're
[ 1572.10s ->  1580.18s] going to make. In one example, we sold the 420, 415 credit spread by selling the 420 put and then by
[ 1580.18s ->  1585.90s] buying the 415 put. For this one credit spread, in this scenario, 23 days out on Microsoft, we're
[ 1585.90s ->  1590.06s] going to collect around $160. It's probably going to be slightly more just due to how the bid ask
[ 1590.06s ->  1594.38s] credit works. And just remember this number at the bottom of the screen right here, probability of
[ 1594.38s ->  1599.08s] profit. The probability of profit, otherwise known as POP, is 60%. We're slightly out of the money.
[ 1599.34s ->  1604.80s] Microsoft only has to drop 1% for us to be in the money. If you want to decrease the risk and increase
[ 1604.80s ->  1609.70s] the probability of winning, we will move further out of the money by selling further away. Sell the
[ 1609.70s ->  1616.10s] 415 and we will buy the 410. And you can see the probability of profit went from 60% to 69%
[ 1616.10s ->  1623.48s] and the amount of credit dropped from 130 to 115. We can do the same exercise again by going further
[ 1623.48s ->  1629.66s] out of the money by selling the 410 and then buying the 405. You can see the probability of profit went
[ 1629.66s ->  1635.54s] further up at 76% and now we're only going to collect $76 on the spread. Inverse relationship between
[ 1635.54s ->  1640.54s] credit and probability of profit. The higher the chance of you guys winning, the less credit you're
[ 1640.54s ->  1647.14s] going to collect. So what exactly is POP? POP stands for probability of profit, which is what
[ 1647.14s ->  1653.34s] the brokerage thinks is the chance of you winning and making a profit on this trade. You might also
[ 1653.34s ->  1662.20s] hear delta. It is usually used as an approximation for probability of profit. So for beginners, it's
[ 1662.20s ->  1670.93s] okay to equate delta to POP. So the next logical question is what is a good POP for us to be selling
[ 1670.93s ->  1675.23s] credit spreads on? If you see my put selling masterclass, it's going to be a very similar
[ 1675.23s ->  1678.99s] explanation. When I first started, and I would recommend this to most beginners as well, is that
[ 1678.99s ->  1685.09s] you choose a delta or a POP that is between 70 and 80%. The reason for that is because a normal
[ 1685.09s ->  1691.33s] distributed bell curve covers about one standard deviation when it's between 70 and 80%. So
[ 1691.33s ->  1698.31s] statistically speaking, it's a relatively conservative choice. Now later on this video, we will look at
[ 1698.31s ->  1705.95s] ways to try and optimize the strike price. But for beginners, it is okay for us to use probability of
[ 1705.95s ->  1711.97s] profit or delta as a good way to find a relevant strike price for us to enter. So going back to
[ 1711.97s ->  1721.77s] our previous example, you can see a POP of around 76% will net you close to $93 on that one five-point
[ 1721.77s ->  1727.31s] credit spread. So for simplicity's sake, we'll just say it averages out to $100 of credit, which means
[ 1727.31s ->  1733.45s] that you would take $100 of profit divided by your max loss, which is going to be $400. And your total
[ 1733.45s ->  1743.75s] return on risk will be 25%. In 23 days, you'll be making 25% if Microsoft stayed above 410. And so
[ 1743.75s ->  1748.57s] that's a really good return. And that's also another reason why credit spreads are great to compound
[ 1748.57s ->  1755.13s] smaller accounts. Now that we understand how to choose a relevant strike price for beginners. So
[ 1755.13s ->  1760.77s] now let's take a look at what the width between our top leg and our bottom leg should be when we're
[ 1760.77s ->  1766.65s] selling either a call or a put credit spread. So in this case, right, we're selling a 410, 405 put
[ 1766.65s ->  1772.17s] credit spread. It's a five-point width. The return on investment here is 76 divided by 422. So it's
[ 1772.17s ->  1778.13s] around 18%. Now what will happen if we were widened this to a 10-point spread as opposed to a five-point
[ 1778.13s ->  1784.03s] spread? So we would still sell the 410, but now we're going to buy the 400. And for this one spread,
[ 1784.03s ->  1791.11s] we're now going to collect $104 for this 10-point spread. Credit has actually increased, but so has
[ 1791.11s ->  1799.91s] our max loss. 104 divided by 896, which would be 11.6%. So you can see the wider the width, the more
[ 1799.91s ->  1804.85s] credit you're going to collect, but the actual return on investment will actually drop. So what
[ 1804.85s ->  1810.51s] I would recommend, especially for beginners, is to keep those legs, those widths as short as possible.
[ 1810.51s ->  1815.61s] So on Microsoft, for example, you see the shortest width possible was a five-point width. That's what
[ 1815.61s ->  1822.15s] we're going to go with. Because what I would rather do is sell two five-point spreads as opposed to one
[ 1822.15s ->  1828.71s] 10-point spread and collect 76 times two, which is $152, as opposed to selling one 10-point spread
[ 1828.71s ->  1835.17s] and collecting $104. I will make more money selling those two five-point spreads. So now that we know
[ 1835.17s ->  1840.93s] what width to choose for our credit spreads, let's move on to the next one, which is the underlying
[ 1840.93s ->  1845.67s] stock. For simplicity's sake, what we care about when we're choosing a stock to sell credit spreads
[ 1845.67s ->  1852.03s] on, liquidity and volatility. We're going to focus mainly on volatility because that is going to have
[ 1852.03s ->  1857.61s] the largest impact on the amount of credit that we can collect when we're selling either a call or a
[ 1857.61s ->  1863.55s] put credit spread. And we're going to show that by comparing two stocks with two very different
[ 1863.55s ->  1869.37s] implied volatilities. So here is a five-point spread on Microsoft right at the money $4.20, $4.15.
[ 1869.97s ->  1875.19s] Now, if you were to compare this spread to, let's take a look at something like Tesla.
[ 1878.01s ->  1884.27s] Tesla's at $3.28. Let's do the same expiry, 23 days out. Our seller is slightly out of the money,
[ 1884.61s ->  1891.63s] $3.20 and $3.15. We can actually collect more money here, $1.85, than the previous example with
[ 1891.63s ->  1897.75s] Microsoft, even though the same five-point spread. And our spreads are actually further away from the
